04-18-2026 18:49:45 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [2%@883,0%@883,3%@883,45%@883,0%@729,0%@729] GR3D_FREQ 98% cpu@58.718C soc2@58.187C soc0@57.218C gpu@58.718C tj@58.718C soc1@58.187C VDD_IN 7268mW/7268mW VDD_CPU_GPU_CV 2030mW/2030mW VDD_SOC 1754mW/1754mW
04-18-2026 18:49:46 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [5%@1510,2%@1510,0%@1510,50%@1510,0%@729,0%@729] GR3D_FREQ 98% cpu@58.843C soc2@58.281C soc0@57.187C gpu@58.718C tj@58.75C soc1@58.156C VDD_IN 7921mW/7594mW VDD_CPU_GPU_CV 2460mW/2245mW VDD_SOC 1870mW/1812mW
04-18-2026 18:49:46 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [1%@1510,13%@1510,1%@729,46%@729,0%@729,0%@729] GR3D_FREQ 56% cpu@59.031C soc2@58.312C soc0@57.25C gpu@59.093C tj@59.093C soc1@58.156C VDD_IN 8544mW/7911mW VDD_CPU_GPU_CV 2852mW/2447mW VDD_SOC 1944mW/1856mW
04-18-2026 18:49:47 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [51%@1510,6%@1510,0%@1510,0%@1510,1%@729,0%@729] GR3D_FREQ 61% cpu@59.218C soc2@58.437C soc0@57.218C gpu@59.218C tj@59.218C soc1@58.125C VDD_IN 8769mW/8125mW VDD_CPU_GPU_CV 3010mW/2588mW VDD_SOC 1944mW/1878mW
04-18-2026 18:49:47 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [56%@1510,1%@1510,0%@1510,0%@1510,1%@729,0%@729] GR3D_FREQ 70% cpu@58.968C soc2@58.437C soc0@57.281C gpu@59.531C tj@59.531C soc1@58.125C VDD_IN 9388mW/8378mW VDD_CPU_GPU_CV 3435mW/2757mW VDD_SOC 2020mW/1906mW
04-18-2026 18:49:48 RAM 6068/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [3%@1510,60%@1510,5%@1510,1%@1510,0%@729,3%@729] GR3D_FREQ 64% cpu@59.093C soc2@58.656C soc0@57.281C gpu@59.187C tj@59.187C soc1@58.062C VDD_IN 9507mW/8566mW VDD_CPU_GPU_CV 3514mW/2883mW VDD_SOC 2017mW/1924mW
04-18-2026 18:49:48 RAM 6068/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [36%@1510,28%@1510,1%@1510,0%@1510,0%@729,1%@729] GR3D_FREQ 79% cpu@58.875C soc2@58.625C soc0@57.25C gpu@59.531C tj@59.531C soc1@58.156C VDD_IN 9349mW/8678mW VDD_CPU_GPU_CV 3474mW/2967mW VDD_SOC 2020mW/1938mW
04-18-2026 18:49:49 RAM 6068/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [60%@1510,3%@1510,1%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 82% cpu@59C soc2@58.718C soc0@57.281C gpu@59.312C tj@59.312C soc1@58.062C VDD_IN 9270mW/8752mW VDD_CPU_GPU_CV 3441mW/3027mW VDD_SOC 2020mW/1948mW
04-18-2026 18:49:49 RAM 6068/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [17%@1510,44%@1510,2%@1510,3%@1510,1%@729,1%@729] GR3D_FREQ 70% cpu@59.093C soc2@58.656C soc0@57.468C gpu@59.406C tj@59.406C soc1@58.093C VDD_IN 9468mW/8831mW VDD_CPU_GPU_CV 3553mW/3085mW VDD_SOC 2017mW/1956mW
04-18-2026 18:49:50 RAM 6068/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [1%@1510,58%@1510,0%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 67% cpu@59.062C soc2@58.625C soc0@57.468C gpu@59.906C tj@59.906C soc1@58C VDD_IN 9705mW/8918mW VDD_CPU_GPU_CV 3666mW/3143mW VDD_SOC 2056mW/1966mW
04-18-2026 18:49:50 RAM 6068/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [2%@1510,66%@729,0%@729,3%@729,1%@729,0%@729] GR3D_FREQ 84% cpu@59.062C soc2@58.562C soc0@57.406C gpu@59.312C tj@59.312C soc1@58.093C VDD_IN 9428mW/8965mW VDD_CPU_GPU_CV 3514mW/3177mW VDD_SOC 2017mW/1970mW
04-18-2026 18:49:51 RAM 6068/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [0%@1510,29%@1510,0%@1510,3%@1510,35%@729,0%@729] GR3D_FREQ 55% cpu@59C soc2@58.625C soc0@57.437C gpu@59.468C tj@59.468C soc1@58.093C VDD_IN 9349mW/8997mW VDD_CPU_GPU_CV 3435mW/3198mW VDD_SOC 2020mW/1974mW
04-18-2026 18:49:51 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [0%@1510,5%@1510,3%@729,0%@729,64%@729,0%@729] GR3D_FREQ 57% cpu@58.875C soc2@58.531C soc0@57.375C gpu@59.468C tj@59.468C soc1@58.093C VDD_IN 9270mW/9018mW VDD_CPU_GPU_CV 3395mW/3213mW VDD_SOC 2020mW/1978mW
04-18-2026 18:49:52 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [1%@1510,0%@1510,1%@1510,0%@1510,58%@729,1%@729] GR3D_FREQ 70% cpu@59.218C soc2@58.625C soc0@57.312C gpu@59.5C tj@59.781C soc1@58.375C VDD_IN 9626mW/9061mW VDD_CPU_GPU_CV 3632mW/3243mW VDD_SOC 2056mW/1983mW
04-18-2026 18:49:52 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [0%@1510,0%@1510,3%@1510,1%@1510,61%@729,0%@729] GR3D_FREQ 56% cpu@59.375C soc2@58.562C soc0@57.406C gpu@59.468C tj@59.468C soc1@58.25C VDD_IN 9587mW/9096mW VDD_CPU_GPU_CV 3593mW/3266mW VDD_SOC 2017mW/1986mW
04-18-2026 18:49:53 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [1%@1510,1%@1510,0%@1510,0%@1510,62%@729,0%@729] GR3D_FREQ 65% cpu@59.156C soc2@58.812C soc0@57.375C gpu@59.718C tj@59.718C soc1@58.218C VDD_IN 9428mW/9117mW VDD_CPU_GPU_CV 3514mW/3282mW VDD_SOC 2017mW/1988mW
04-18-2026 18:49:53 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [1%@1510,0%@1510,0%@1510,0%@1510,60%@729,0%@729] GR3D_FREQ 56% cpu@59.218C soc2@58.687C soc0@57.343C gpu@59.468C tj@59.468C soc1@58.093C VDD_IN 9349mW/9130mW VDD_CPU_GPU_CV 3474mW/3293mW VDD_SOC 2020mW/1989mW
04-18-2026 18:49:54 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [0%@1510,1%@1510,1%@1510,1%@1510,60%@729,1%@729] GR3D_FREQ 89% cpu@59.093C soc2@58.687C soc0@57.375C gpu@59.843C tj@59.843C soc1@58.093C VDD_IN 9468mW/9149mW VDD_CPU_GPU_CV 3553mW/3308mW VDD_SOC 2017mW/1991mW
04-18-2026 18:49:54 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [3%@1510,3%@1510,3%@1510,1%@1510,58%@729,0%@729] GR3D_FREQ 85% cpu@59C soc2@58.656C soc0@57.562C gpu@59.468C tj@59.468C soc1@58.125C VDD_IN 9705mW/9178mW VDD_CPU_GPU_CV 3705mW/3328mW VDD_SOC 2056mW/1994mW
04-18-2026 18:49:55 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [0%@1510,1%@1510,0%@1510,3%@1510,64%@729,1%@729] GR3D_FREQ 76% cpu@59.031C soc2@58.593C soc0@57.531C gpu@59.656C tj@59.656C soc1@58.031C VDD_IN 9428mW/9191mW VDD_CPU_GPU_CV 3514mW/3338mW VDD_SOC 2017mW/1995mW
04-18-2026 18:49:55 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [0%@1510,0%@1510,2%@1510,0%@1510,63%@729,0%@729] GR3D_FREQ 56% cpu@58.968C soc2@58.625C soc0@57.468C gpu@59.375C tj@59.375C soc1@58C VDD_IN 9388mW/9200mW VDD_CPU_GPU_CV 3474mW/3344mW VDD_SOC 2020mW/1997mW
04-18-2026 18:49:56 RAM 6067/7620MB (lfb 1x4MB) SWAP 3117/3810MB (cached 5MB) CPU [2%@1510,1%@1510,0%@1510,0%@1510,62%@729,0%@729] GR3D_FREQ 68% cpu@59.187C soc2@58.562C soc0@57.375C gpu@59.375C tj@59.375C soc1@58.093C VDD_IN 9309mW/9205mW VDD_CPU_GPU_CV 3395mW/3346mW VDD_SOC 2020mW/1998mW
