04-18-2026 14:25:42 RAM 5840/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [0%@883,45%@883,1%@883,1%@883,0%@729,0%@729] GR3D_FREQ 99% cpu@56.562C soc2@55.625C soc0@54.812C gpu@56.062C tj@56.562C soc1@55.906C VDD_IN 6600mW/6600mW VDD_CPU_GPU_CV 1677mW/1677mW VDD_SOC 1677mW/1677mW
04-18-2026 14:25:43 RAM 5841/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [2%@1510,44%@1510,1%@1510,2%@1510,0%@729,0%@729] GR3D_FREQ 99% cpu@56.312C soc2@55.812C soc0@54.781C gpu@56.312C tj@56.312C soc1@55.843C VDD_IN 7188mW/6894mW VDD_CPU_GPU_CV 2070mW/1873mW VDD_SOC 1714mW/1695mW
04-18-2026 14:25:43 RAM 5841/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [3%@1510,52%@1510,0%@1510,5%@1510,2%@729,0%@729] GR3D_FREQ 57% cpu@56.343C soc2@55.781C soc0@54.781C gpu@56.406C tj@56.406C soc1@55.906C VDD_IN 7775mW/7187mW VDD_CPU_GPU_CV 2464mW/2070mW VDD_SOC 1791mW/1727mW
04-18-2026 14:25:44 RAM 5840/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [3%@1510,54%@1510,5%@729,2%@729,1%@729,0%@729] GR3D_FREQ 72% cpu@56.718C soc2@55.968C soc0@54.812C gpu@56.5C tj@56.718C soc1@55.875C VDD_IN 7961mW/7381mW VDD_CPU_GPU_CV 2623mW/2208mW VDD_SOC 1791mW/1743mW
04-18-2026 14:25:44 RAM 5840/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [0%@1510,55%@1510,1%@729,5%@729,0%@729,0%@729] GR3D_FREQ 69% cpu@56.437C soc2@55.906C soc0@54.843C gpu@56.562C tj@56.562C soc1@55.843C VDD_IN 7921mW/7489mW VDD_CPU_GPU_CV 2583mW/2283mW VDD_SOC 1791mW/1752mW
04-18-2026 14:25:45 RAM 5839/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [7%@1510,50%@1510,0%@1510,2%@1510,0%@729,0%@729] GR3D_FREQ 89% cpu@56.531C soc2@55.937C soc0@54.875C gpu@56.875C tj@56.875C soc1@55.875C VDD_IN 8001mW/7574mW VDD_CPU_GPU_CV 2618mW/2339mW VDD_SOC 1831mW/1765mW
04-18-2026 14:25:45 RAM 5839/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [2%@1510,47%@729,6%@729,1%@729,0%@729,0%@729] GR3D_FREQ 65% cpu@56.687C soc2@56C soc0@54.812C gpu@56.5C tj@56.687C soc1@55.718C VDD_IN 8001mW/7635mW VDD_CPU_GPU_CV 2618mW/2379mW VDD_SOC 1831mW/1775mW
04-18-2026 14:25:46 RAM 5840/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [1%@1510,52%@1510,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 58% cpu@56.718C soc2@56.031C soc0@54.875C gpu@56.531C tj@56.718C soc1@55.906C VDD_IN 8001mW/7681mW VDD_CPU_GPU_CV 2618mW/2408mW VDD_SOC 1831mW/1782mW
04-18-2026 14:25:46 RAM 5840/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [5%@1510,54%@1510,0%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 64% cpu@56.625C soc2@56.156C soc0@54.906C gpu@56.625C tj@56.625C soc1@55.906C VDD_IN 8001mW/7716mW VDD_CPU_GPU_CV 2618mW/2432mW VDD_SOC 1831mW/1787mW
04-18-2026 14:25:47 RAM 5840/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [1%@1510,52%@1510,2%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 58% cpu@56.593C soc2@56.031C soc0@54.906C gpu@56.562C tj@56.593C soc1@55.781C VDD_IN 8001mW/7745mW VDD_CPU_GPU_CV 2618mW/2450mW VDD_SOC 1831mW/1791mW
04-18-2026 14:25:47 RAM 5840/7620MB (lfb 24x4MB) SWAP 2698/3810MB (cached 9MB) CPU [0%@1510,53%@1510,3%@911,0%@729,1%@729,0%@729] GR3D_FREQ 59% cpu@56.781C soc2@56.156C soc0@55.093C gpu@56.687C tj@56.781C soc1@55.75C VDD_IN 8001mW/7768mW VDD_CPU_GPU_CV 2618mW/2465mW VDD_SOC 1831mW/1795mW
