04-18-2026 15:23:55 RAM 4859/7620MB (lfb 28x4MB) SWAP 2419/3810MB (cached 21MB) CPU [3%@883,0%@883,0%@883,68%@883,0%@729,0%@729] GR3D_FREQ 60% cpu@55.343C soc2@54.718C soc0@53.75C gpu@54.718C tj@55.343C soc1@54.656C VDD_IN 6009mW/6009mW VDD_CPU_GPU_CV 1280mW/1280mW VDD_SOC 1602mW/1602mW
04-18-2026 15:24:00 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [3%@1510,0%@729,69%@729,0%@729,0%@729,0%@729] GR3D_FREQ 70% cpu@55.375C soc2@54.75C soc0@53.781C gpu@55.093C tj@55.375C soc1@54.781C VDD_IN 6560mW/6494mW VDD_CPU_GPU_CV 1597mW/1560mW VDD_SOC 1677mW/1655mW
04-18-2026 15:24:01 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,0%@1510,29%@729,42%@729,3%@729,0%@729] GR3D_FREQ 76% cpu@55.531C soc2@54.687C soc0@53.75C gpu@55.25C tj@55.531C soc1@54.656C VDD_IN 6560mW/6499mW VDD_CPU_GPU_CV 1597mW/1563mW VDD_SOC 1680mW/1657mW
04-18-2026 15:24:01 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,1%@1510,1%@729,68%@729,0%@729,0%@729] GR3D_FREQ 60% cpu@55.375C soc2@54.812C soc0@53.656C gpu@54.875C tj@55.687C soc1@54.687C VDD_IN 6560mW/6503mW VDD_CPU_GPU_CV 1594mW/1565mW VDD_SOC 1677mW/1658mW
04-18-2026 15:24:02 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,3%@1510,3%@908,69%@729,0%@729,0%@729] GR3D_FREQ 66% cpu@55.406C soc2@54.812C soc0@53.781C gpu@55.281C tj@55.406C soc1@54.656C VDD_IN 6560mW/6507mW VDD_CPU_GPU_CV 1597mW/1567mW VDD_SOC 1680mW/1660mW
04-18-2026 15:24:02 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,1%@1510,0%@1510,70%@1510,1%@729,0%@729] GR3D_FREQ 78% cpu@55.437C soc2@54.781C soc0@53.718C gpu@54.875C tj@55.437C soc1@54.625C VDD_IN 6560mW/6510mW VDD_CPU_GPU_CV 1594mW/1569mW VDD_SOC 1680mW/1661mW
04-18-2026 15:24:03 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [3%@1510,1%@1510,1%@729,70%@729,0%@729,3%@729] GR3D_FREQ 63% cpu@55.281C soc2@54.843C soc0@53.843C gpu@54.937C tj@55.281C soc1@54.656C VDD_IN 6560mW/6513mW VDD_CPU_GPU_CV 1597mW/1570mW VDD_SOC 1637mW/1659mW
04-18-2026 15:24:03 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,0%@1510,0%@729,69%@729,1%@729,1%@729] GR3D_FREQ 54% cpu@55.343C soc2@54.812C soc0@53.843C gpu@55.093C tj@55.343C soc1@54.656C VDD_IN 6520mW/6513mW VDD_CPU_GPU_CV 1597mW/1572mW VDD_SOC 1640mW/1658mW
04-18-2026 15:24:04 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,0%@1510,1%@729,67%@729,1%@729,0%@729] GR3D_FREQ 56% cpu@55.312C soc2@54.812C soc0@53.812C gpu@55C tj@55.312C soc1@54.562C VDD_IN 6520mW/6514mW VDD_CPU_GPU_CV 1637mW/1575mW VDD_SOC 1680mW/1659mW
04-18-2026 15:24:04 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,0%@1510,0%@729,69%@729,0%@729,1%@729] GR3D_FREQ 74% cpu@55.281C soc2@54.781C soc0@53.906C gpu@55.093C tj@55.281C soc1@54.656C VDD_IN 6560mW/6516mW VDD_CPU_GPU_CV 1597mW/1576mW VDD_SOC 1680mW/1660mW
04-18-2026 15:24:05 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [39%@1510,0%@1510,3%@1510,30%@1510,0%@729,3%@729] GR3D_FREQ 77% cpu@55.343C soc2@54.812C soc0@53.75C gpu@55.125C tj@55.343C soc1@54.562C VDD_IN 6560mW/6518mW VDD_CPU_GPU_CV 1597mW/1577mW VDD_SOC 1677mW/1661mW
04-18-2026 15:24:05 RAM 4860/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [37%@1510,1%@729,36%@729,1%@729,0%@729,1%@729] GR3D_FREQ 54% cpu@55.218C soc2@54.781C soc0@53.718C gpu@55.375C tj@55.375C soc1@54.625C VDD_IN 6520mW/6518mW VDD_CPU_GPU_CV 1597mW/1578mW VDD_SOC 1640mW/1660mW
04-18-2026 15:24:06 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,0%@1510,67%@729,0%@729,0%@729,0%@729] GR3D_FREQ 77% cpu@55.406C soc2@54.812C soc0@53.843C gpu@54.937C tj@55.406C soc1@54.687C VDD_IN 6520mW/6518mW VDD_CPU_GPU_CV 1597mW/1579mW VDD_SOC 1640mW/1659mW
04-18-2026 15:24:06 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,2%@1499,70%@729,1%@729,0%@729,0%@729] GR3D_FREQ 55% cpu@55.312C soc2@54.656C soc0@53.812C gpu@55.062C tj@55.312C soc1@54.562C VDD_IN 6520mW/6518mW VDD_CPU_GPU_CV 1597mW/1580mW VDD_SOC 1640mW/1658mW
04-18-2026 15:24:07 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,1%@1510,68%@729,0%@729,1%@729,0%@729] GR3D_FREQ 67% cpu@55.562C soc2@54.75C soc0@53.75C gpu@55.125C tj@55.562C soc1@54.812C VDD_IN 6560mW/6520mW VDD_CPU_GPU_CV 1597mW/1580mW VDD_SOC 1640mW/1658mW
04-18-2026 15:24:07 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [2%@1510,0%@729,69%@729,1%@729,0%@729,0%@729] GR3D_FREQ 61% cpu@55.343C soc2@54.75C soc0@53.781C gpu@55.281C tj@55.343C soc1@54.593C VDD_IN 6560mW/6521mW VDD_CPU_GPU_CV 1597mW/1581mW VDD_SOC 1677mW/1658mW
04-18-2026 15:24:08 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [3%@1510,0%@1510,70%@1510,1%@1510,1%@729,0%@729] GR3D_FREQ 54% cpu@55.343C soc2@54.687C soc0@53.718C gpu@54.968C tj@55.343C soc1@54.843C VDD_IN 6520mW/6521mW VDD_CPU_GPU_CV 1597mW/1582mW VDD_SOC 1640mW/1658mW
04-18-2026 15:24:08 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,0%@1510,70%@1510,0%@1510,1%@729,1%@729] GR3D_FREQ 64% cpu@55.531C soc2@54.718C soc0@53.75C gpu@55.062C tj@55.531C soc1@54.781C VDD_IN 6560mW/6523mW VDD_CPU_GPU_CV 1597mW/1582mW VDD_SOC 1677mW/1658mW
04-18-2026 15:24:09 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [2%@1510,0%@1510,67%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 54% cpu@55.593C soc2@54.625C soc0@53.75C gpu@55.5C tj@55.593C soc1@54.75C VDD_IN 6520mW/6523mW VDD_CPU_GPU_CV 1597mW/1583mW VDD_SOC 1680mW/1659mW
04-18-2026 15:24:09 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,0%@1510,69%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 78% cpu@55.406C soc2@54.75C soc0@53.781C gpu@54.937C tj@55.406C soc1@54.718C VDD_IN 6520mW/6522mW VDD_CPU_GPU_CV 1597mW/1583mW VDD_SOC 1680mW/1660mW
04-18-2026 15:24:10 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,0%@1510,70%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 69% cpu@55.437C soc2@54.937C soc0@53.718C gpu@55.093C tj@55.437C soc1@54.656C VDD_IN 6520mW/6522mW VDD_CPU_GPU_CV 1597mW/1584mW VDD_SOC 1640mW/1659mW
04-18-2026 15:24:10 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [10%@1510,1%@1510,68%@1510,3%@1510,0%@729,0%@729] GR3D_FREQ 57% cpu@55.312C soc2@54.906C soc0@53.906C gpu@54.937C tj@55.312C soc1@54.687C VDD_IN 6560mW/6524mW VDD_CPU_GPU_CV 1597mW/1584mW VDD_SOC 1680mW/1660mW
04-18-2026 15:24:11 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,0%@1510,68%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 70% cpu@55.437C soc2@54.718C soc0@54C gpu@55C tj@55.437C soc1@54.625C VDD_IN 6560mW/6525mW VDD_CPU_GPU_CV 1597mW/1584mW VDD_SOC 1677mW/1660mW
04-18-2026 15:24:11 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,0%@1510,69%@1510,1%@1510,0%@729,1%@729] GR3D_FREQ 63% cpu@55.25C soc2@54.781C soc0@53.812C gpu@54.906C tj@55.25C soc1@54.593C VDD_IN 6560mW/6526mW VDD_CPU_GPU_CV 1597mW/1585mW VDD_SOC 1680mW/1661mW
04-18-2026 15:24:12 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [28%@1510,1%@1510,42%@1510,1%@1510,1%@729,0%@729] GR3D_FREQ 76% cpu@55.281C soc2@54.75C soc0@53.812C gpu@55.062C tj@55.281C soc1@54.656C VDD_IN 6520mW/6525mW VDD_CPU_GPU_CV 1597mW/1585mW VDD_SOC 1680mW/1661mW
04-18-2026 15:24:12 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [12%@1510,61%@1510,1%@1510,5%@1510,0%@729,0%@729] GR3D_FREQ 54% cpu@55.656C soc2@54.781C soc0@53.843C gpu@55.125C tj@55.375C soc1@54.625C VDD_IN 6560mW/6526mW VDD_CPU_GPU_CV 1597mW/1585mW VDD_SOC 1640mW/1661mW
04-18-2026 15:24:13 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,70%@1510,0%@1510,1%@1510,0%@729,1%@729] GR3D_FREQ 77% cpu@55.843C soc2@54.781C soc0@53.781C gpu@55.343C tj@55.843C soc1@54.906C VDD_IN 6560mW/6527mW VDD_CPU_GPU_CV 1597mW/1586mW VDD_SOC 1677mW/1661mW
04-18-2026 15:24:13 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,69%@1510,1%@1510,0%@1510,1%@729,0%@729] GR3D_FREQ 70% cpu@55.312C soc2@54.687C soc0@53.781C gpu@55.125C tj@55.312C soc1@54.75C VDD_IN 6520mW/6527mW VDD_CPU_GPU_CV 1597mW/1586mW VDD_SOC 1680mW/1662mW
04-18-2026 15:24:14 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,70%@1510,0%@1510,3%@1510,1%@729,0%@729] GR3D_FREQ 63% cpu@55.531C soc2@54.781C soc0@53.781C gpu@55.312C tj@55.531C soc1@54.718C VDD_IN 6520mW/6527mW VDD_CPU_GPU_CV 1597mW/1586mW VDD_SOC 1680mW/1662mW
04-18-2026 15:24:14 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [2%@1510,68%@1510,0%@1510,0%@1510,3%@729,1%@729] GR3D_FREQ 76% cpu@55.625C soc2@54.75C soc0@53.781C gpu@54.937C tj@55.625C soc1@54.718C VDD_IN 6560mW/6528mW VDD_CPU_GPU_CV 1637mW/1587mW VDD_SOC 1637mW/1662mW
04-18-2026 15:24:15 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,68%@1510,0%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 76% cpu@55.437C soc2@54.875C soc0@53.718C gpu@55.312C tj@55.437C soc1@54.656C VDD_IN 6560mW/6529mW VDD_CPU_GPU_CV 1597mW/1588mW VDD_SOC 1677mW/1662mW
04-18-2026 15:24:15 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,68%@1510,0%@1510,1%@1510,1%@729,0%@729] GR3D_FREQ 59% cpu@55.468C soc2@54.843C soc0@53.968C gpu@54.843C tj@55.468C soc1@54.687C VDD_IN 6520mW/6528mW VDD_CPU_GPU_CV 1594mW/1588mW VDD_SOC 1680mW/1662mW
04-18-2026 15:24:16 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [3%@1510,69%@1510,3%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 75% cpu@55.375C soc2@54.875C soc0@54.031C gpu@54.937C tj@55.375C soc1@54.656C VDD_IN 6520mW/6528mW VDD_CPU_GPU_CV 1597mW/1588mW VDD_SOC 1680mW/1663mW
04-18-2026 15:24:16 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [2%@1510,69%@1510,0%@1510,0%@1510,0%@729,1%@729] GR3D_FREQ 78% cpu@55.406C soc2@54.812C soc0@53.875C gpu@55.437C tj@55.437C soc1@54.718C VDD_IN 6520mW/6528mW VDD_CPU_GPU_CV 1637mW/1589mW VDD_SOC 1680mW/1663mW
04-18-2026 15:24:17 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,68%@1510,0%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 64% cpu@55.25C soc2@54.875C soc0@53.812C gpu@55.031C tj@55.25C soc1@54.656C VDD_IN 6520mW/6528mW VDD_CPU_GPU_CV 1597mW/1589mW VDD_SOC 1680mW/1663mW
04-18-2026 15:24:18 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,69%@1510,1%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 56% cpu@55.406C soc2@54.812C soc0@53.843C gpu@55.093C tj@55.406C soc1@54.562C VDD_IN 6560mW/6528mW VDD_CPU_GPU_CV 1597mW/1589mW VDD_SOC 1637mW/1663mW
04-18-2026 15:24:18 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,68%@1510,0%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 70% cpu@55.687C soc2@54.781C soc0@53.781C gpu@55.093C tj@55.687C soc1@54.875C VDD_IN 6600mW/6530mW VDD_CPU_GPU_CV 1597mW/1590mW VDD_SOC 1637mW/1662mW
04-18-2026 15:24:19 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,68%@1510,0%@1510,0%@1510,1%@729,1%@729] GR3D_FREQ 53% cpu@55.875C soc2@54.781C soc0@53.812C gpu@55.093C tj@55.875C soc1@54.843C VDD_IN 6560mW/6531mW VDD_CPU_GPU_CV 1597mW/1590mW VDD_SOC 1637mW/1662mW
04-18-2026 15:24:19 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [3%@1510,68%@1510,0%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 77% cpu@55.406C soc2@54.843C soc0@53.781C gpu@55.187C tj@55.406C soc1@54.812C VDD_IN 6560mW/6531mW VDD_CPU_GPU_CV 1637mW/1591mW VDD_SOC 1680mW/1662mW
04-18-2026 15:24:20 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,69%@1510,1%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 58% cpu@55.531C soc2@54.875C soc0@53.687C gpu@55.062C tj@55.531C soc1@54.781C VDD_IN 6560mW/6532mW VDD_CPU_GPU_CV 1597mW/1591mW VDD_SOC 1680mW/1662mW
04-18-2026 15:24:20 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,70%@1510,3%@729,0%@729,1%@729,1%@729] GR3D_FREQ 61% cpu@55.687C soc2@54.968C soc0@53.656C gpu@55.156C tj@55.687C soc1@54.75C VDD_IN 6520mW/6531mW VDD_CPU_GPU_CV 1597mW/1591mW VDD_SOC 1680mW/1663mW
04-18-2026 15:24:21 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [3%@1510,6%@1510,2%@729,5%@729,62%@729,2%@729] GR3D_FREQ 66% cpu@55.406C soc2@54.843C soc0@53.718C gpu@55.375C tj@55.406C soc1@54.718C VDD_IN 6560mW/6532mW VDD_CPU_GPU_CV 1597mW/1591mW VDD_SOC 1677mW/1663mW
04-18-2026 15:24:21 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,0%@1510,3%@1510,0%@1510,69%@729,0%@729] GR3D_FREQ 58% cpu@55.406C soc2@54.812C soc0@53.937C gpu@55.031C tj@55.406C soc1@54.75C VDD_IN 6520mW/6532mW VDD_CPU_GPU_CV 1597mW/1591mW VDD_SOC 1680mW/1663mW
04-18-2026 15:24:22 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [3%@1510,0%@1510,0%@1510,1%@1510,70%@729,1%@729] GR3D_FREQ 76% cpu@55.437C soc2@54.812C soc0@53.937C gpu@55.062C tj@55.437C soc1@54.718C VDD_IN 6520mW/6532mW VDD_CPU_GPU_CV 1597mW/1591mW VDD_SOC 1640mW/1663mW
04-18-2026 15:24:22 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,1%@1510,0%@729,0%@729,68%@729,0%@729] GR3D_FREQ 57% cpu@55.437C soc2@54.812C soc0@53.906C gpu@55.062C tj@55.437C soc1@54.75C VDD_IN 6520mW/6531mW VDD_CPU_GPU_CV 1597mW/1591mW VDD_SOC 1640mW/1663mW
04-18-2026 15:24:23 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,0%@1510,0%@915,1%@729,68%@729,1%@729] GR3D_FREQ 63% cpu@55.437C soc2@54.781C soc0@53.968C gpu@55.093C tj@55.437C soc1@54.656C VDD_IN 6560mW/6532mW VDD_CPU_GPU_CV 1597mW/1591mW VDD_SOC 1637mW/1662mW
04-18-2026 15:24:23 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,0%@1510,0%@1510,1%@1510,69%@729,0%@729] GR3D_FREQ 60% cpu@55.437C soc2@54.875C soc0@53.906C gpu@55.156C tj@55.281C soc1@54.687C VDD_IN 6520mW/6532mW VDD_CPU_GPU_CV 1597mW/1591mW VDD_SOC 1637mW/1662mW
04-18-2026 15:24:24 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,0%@1510,3%@1510,2%@1510,67%@729,2%@729] GR3D_FREQ 73% cpu@55.437C soc2@54.75C soc0@53.843C gpu@55.218C tj@55.437C soc1@54.968C VDD_IN 6560mW/6532mW VDD_CPU_GPU_CV 1597mW/1592mW VDD_SOC 1637mW/1661mW
04-18-2026 15:24:24 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,0%@1510,0%@1510,3%@1510,69%@729,0%@729] GR3D_FREQ 60% cpu@55.718C soc2@54.75C soc0@53.781C gpu@55.156C tj@55.718C soc1@54.906C VDD_IN 6560mW/6533mW VDD_CPU_GPU_CV 1597mW/1592mW VDD_SOC 1637mW/1661mW
04-18-2026 15:24:25 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [3%@1510,0%@1510,2%@1510,1%@1510,54%@729,16%@729] GR3D_FREQ 60% cpu@55.343C soc2@54.781C soc0@53.812C gpu@55.312C tj@55.343C soc1@54.812C VDD_IN 6520mW/6532mW VDD_CPU_GPU_CV 1597mW/1592mW VDD_SOC 1680mW/1661mW
04-18-2026 15:24:25 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [1%@1510,1%@1510,0%@1510,2%@1510,67%@729,0%@729] GR3D_FREQ 76% cpu@55.593C soc2@54.75C soc0@53.812C gpu@55.437C tj@55.593C soc1@54.812C VDD_IN 6560mW/6533mW VDD_CPU_GPU_CV 1597mW/1592mW VDD_SOC 1677mW/1661mW
04-18-2026 15:24:26 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,0%@1510,1%@1510,0%@1510,70%@729,3%@729] GR3D_FREQ 55% cpu@55.687C soc2@54.875C soc0@53.718C gpu@55.218C tj@55.687C soc1@54.812C VDD_IN 6560mW/6533mW VDD_CPU_GPU_CV 1597mW/1592mW VDD_SOC 1640mW/1661mW
04-18-2026 15:24:26 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [0%@1510,0%@1510,3%@1510,1%@1510,70%@729,0%@729] GR3D_FREQ 60% cpu@55.437C soc2@55C soc0@53.781C gpu@55.375C tj@55.437C soc1@54.687C VDD_IN 6600mW/6534mW VDD_CPU_GPU_CV 1597mW/1592mW VDD_SOC 1637mW/1661mW
04-18-2026 15:24:27 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [66%@1510,3%@1510,5%@1510,0%@1510,5%@729,0%@729] GR3D_FREQ 73% cpu@55.531C soc2@54.906C soc0@53.875C gpu@55.031C tj@55.531C soc1@54.781C VDD_IN 6560mW/6535mW VDD_CPU_GPU_CV 1597mW/1592mW VDD_SOC 1637mW/1660mW
04-18-2026 15:24:27 RAM 4861/7620MB (lfb 28x4MB) SWAP 2418/3810MB (cached 21MB) CPU [9%@1510,0%@1510,2%@1510,1%@1510,14%@729,49%@729] GR3D_FREQ 65% cpu@55.343C soc2@54.781C soc0@53.968C gpu@55.093C tj@55.656C soc1@54.687C VDD_IN 6560mW/6535mW VDD_CPU_GPU_CV 1597mW/1592mW VDD_SOC 1680mW/1660mW
