04-18-2026 18:23:38 RAM 5647/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [3%@883,2%@883,11%@883,0%@883,0%@729,54%@729] GR3D_FREQ 99% cpu@55.875C soc2@55.125C soc0@54.156C gpu@55.593C tj@55.875C soc1@55.312C VDD_IN 7068mW/7068mW VDD_CPU_GPU_CV 1950mW/1950mW VDD_SOC 1714mW/1714mW
04-18-2026 18:23:38 RAM 5647/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [4%@1510,1%@1510,2%@1510,1%@729,0%@729,56%@729] GR3D_FREQ 56% cpu@56C soc2@55.218C soc0@54.125C gpu@55.937C tj@56C soc1@55.281C VDD_IN 7108mW/7088mW VDD_CPU_GPU_CV 1990mW/1970mW VDD_SOC 1754mW/1734mW
04-18-2026 18:23:39 RAM 5647/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [1%@1510,1%@1510,0%@729,0%@729,0%@729,66%@729] GR3D_FREQ 57% cpu@56.062C soc2@55.25C soc0@54.125C gpu@55.531C tj@56.062C soc1@55.156C VDD_IN 7228mW/7134mW VDD_CPU_GPU_CV 2070mW/2003mW VDD_SOC 1754mW/1740mW
04-18-2026 18:23:40 RAM 5647/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [0%@1510,0%@1510,0%@729,0%@729,0%@729,63%@729] GR3D_FREQ 56% cpu@55.843C soc2@55.187C soc0@54.187C gpu@55.593C tj@55.843C soc1@55.218C VDD_IN 7268mW/7168mW VDD_CPU_GPU_CV 2070mW/2020mW VDD_SOC 1754mW/1744mW
04-18-2026 18:23:40 RAM 5647/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [0%@1510,1%@729,1%@729,1%@729,55%@729,11%@729] GR3D_FREQ 70% cpu@55.937C soc2@55.218C soc0@54.187C gpu@55.593C tj@55.937C soc1@55.281C VDD_IN 7308mW/7196mW VDD_CPU_GPU_CV 2109mW/2037mW VDD_SOC 1754mW/1746mW
04-18-2026 18:23:41 RAM 5647/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [0%@1510,2%@1510,3%@1510,0%@729,63%@729,0%@729] GR3D_FREQ 80% cpu@56.093C soc2@55.375C soc0@54.187C gpu@55.593C tj@56.093C soc1@55.218C VDD_IN 7348mW/7221mW VDD_CPU_GPU_CV 2149mW/2056mW VDD_SOC 1754mW/1747mW
04-18-2026 18:23:41 RAM 5647/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [3%@1510,1%@729,0%@729,1%@729,64%@729,0%@729] GR3D_FREQ 80% cpu@55.875C soc2@55.406C soc0@54.187C gpu@55.812C tj@56.125C soc1@55.156C VDD_IN 7308mW/7233mW VDD_CPU_GPU_CV 2109mW/2063mW VDD_SOC 1754mW/1748mW
04-18-2026 18:23:42 RAM 5645/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [1%@1510,0%@729,5%@729,1%@729,64%@729,0%@729] GR3D_FREQ 57% cpu@56C soc2@55.343C soc0@54.218C gpu@55.937C tj@56C soc1@55.343C VDD_IN 7268mW/7238mW VDD_CPU_GPU_CV 2070mW/2064mW VDD_SOC 1754mW/1749mW
04-18-2026 18:23:42 RAM 5645/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [1%@1510,3%@1510,1%@1510,0%@1510,64%@729,0%@729] GR3D_FREQ 56% cpu@56C soc2@55.375C soc0@54.312C gpu@56.062C tj@56.062C soc1@55.218C VDD_IN 7268mW/7241mW VDD_CPU_GPU_CV 2070mW/2065mW VDD_SOC 1754mW/1749mW
04-18-2026 18:23:43 RAM 5645/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [2%@1510,5%@1510,1%@1510,0%@1510,62%@729,0%@729] GR3D_FREQ 56% cpu@55.968C soc2@55.343C soc0@54.343C gpu@55.968C tj@55.968C soc1@55.187C VDD_IN 7348mW/7252mW VDD_CPU_GPU_CV 2109mW/2069mW VDD_SOC 1754mW/1750mW
04-18-2026 18:23:43 RAM 5645/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [0%@1510,0%@1510,0%@1510,0%@1510,64%@729,1%@729] GR3D_FREQ 69% cpu@55.906C soc2@55.375C soc0@54.312C gpu@56.187C tj@56.187C soc1@55.125C VDD_IN 7308mW/7257mW VDD_CPU_GPU_CV 2109mW/2073mW VDD_SOC 1754mW/1750mW
04-18-2026 18:23:44 RAM 5645/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [0%@1510,1%@1510,0%@1510,1%@1510,65%@729,0%@729] GR3D_FREQ 65% cpu@55.937C soc2@55.406C soc0@54.312C gpu@55.875C tj@55.937C soc1@55.156C VDD_IN 7308mW/7261mW VDD_CPU_GPU_CV 2109mW/2076mW VDD_SOC 1754mW/1750mW
04-18-2026 18:23:44 RAM 5645/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [1%@1510,0%@1510,3%@1510,0%@1510,63%@729,0%@729] GR3D_FREQ 60% cpu@55.843C soc2@55.375C soc0@54.375C gpu@56.125C tj@56.125C soc1@55.406C VDD_IN 7268mW/7261mW VDD_CPU_GPU_CV 2109mW/2078mW VDD_SOC 1754mW/1750mW
04-18-2026 18:23:45 RAM 5645/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [1%@1510,0%@1510,3%@1510,3%@1510,64%@729,0%@729] GR3D_FREQ 80% cpu@56.218C soc2@55.281C soc0@54.281C gpu@55.656C tj@56.218C soc1@55.375C VDD_IN 7336mW/7267mW VDD_CPU_GPU_CV 2149mW/2083mW VDD_SOC 1754mW/1751mW
04-18-2026 18:23:45 RAM 5645/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [0%@1510,0%@1510,0%@1510,0%@1510,64%@729,0%@729] GR3D_FREQ 80% cpu@56.312C soc2@55.343C soc0@54.25C gpu@56.062C tj@56.312C soc1@55.312C VDD_IN 7348mW/7272mW VDD_CPU_GPU_CV 2109mW/2085mW VDD_SOC 1754mW/1751mW
04-18-2026 18:23:46 RAM 5645/7620MB (lfb 12x4MB) SWAP 3159/3810MB (cached 12MB) CPU [1%@1510,1%@1510,3%@1510,0%@1510,64%@729,0%@729] GR3D_FREQ 80% cpu@56.062C soc2@55.468C soc0@54.25C gpu@55.687C tj@56.062C soc1@55.312C VDD_IN 7268mW/7272mW VDD_CPU_GPU_CV 2109mW/2086mW VDD_SOC 1754mW/1751mW
