04-18-2026 18:26:53 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [2%@883,1%@883,4%@883,1%@883,0%@729,51%@729] GR3D_FREQ 96% cpu@56.156C soc2@55.593C soc0@54.625C gpu@55.812C tj@56.156C soc1@55.718C VDD_IN 6249mW/6249mW VDD_CPU_GPU_CV 1397mW/1397mW VDD_SOC 1640mW/1640mW
04-18-2026 18:26:54 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [2%@1510,1%@1510,3%@729,3%@729,0%@729,54%@729] GR3D_FREQ 62% cpu@56.406C soc2@55.593C soc0@54.593C gpu@56.062C tj@56.406C soc1@55.718C VDD_IN 6760mW/6504mW VDD_CPU_GPU_CV 1754mW/1575mW VDD_SOC 1717mW/1678mW
04-18-2026 18:26:54 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [1%@1510,0%@1510,1%@1510,1%@1510,1%@729,64%@729] GR3D_FREQ 66% cpu@56.625C soc2@55.718C soc0@54.718C gpu@56.25C tj@56.625C soc1@55.687C VDD_IN 7108mW/6705mW VDD_CPU_GPU_CV 1990mW/1713mW VDD_SOC 1754mW/1703mW
04-18-2026 18:26:55 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [1%@1510,1%@1510,0%@1510,0%@1510,58%@729,5%@729] GR3D_FREQ 61% cpu@56.312C soc2@55.718C soc0@54.656C gpu@56.093C tj@56.312C soc1@55.656C VDD_IN 7268mW/6846mW VDD_CPU_GPU_CV 2070mW/1802mW VDD_SOC 1754mW/1716mW
04-18-2026 18:26:55 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [9%@1510,52%@1510,1%@1510,1%@1510,7%@729,0%@729] GR3D_FREQ 80% cpu@56.5C soc2@55.781C soc0@54.687C gpu@56.281C tj@56.5C soc1@55.656C VDD_IN 7308mW/6938mW VDD_CPU_GPU_CV 2109mW/1864mW VDD_SOC 1754mW/1723mW
04-18-2026 18:26:56 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [2%@1510,62%@1510,7%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 55% cpu@56.312C soc2@55.812C soc0@54.843C gpu@56.218C tj@56.375C soc1@55.687C VDD_IN 7376mW/7011mW VDD_CPU_GPU_CV 2149mW/1911mW VDD_SOC 1754mW/1728mW
04-18-2026 18:26:56 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [67%@1227,0%@1245,0%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 55% cpu@56.375C soc2@55.843C soc0@54.875C gpu@56.25C tj@56.375C soc1@55.593C VDD_IN 7308mW/7053mW VDD_CPU_GPU_CV 2109mW/1939mW VDD_SOC 1754mW/1732mW
04-18-2026 18:26:57 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [38%@1510,3%@1510,27%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 60% cpu@56.375C soc2@55.843C soc0@54.843C gpu@56.406C tj@56.406C soc1@55.562C VDD_IN 7308mW/7085mW VDD_CPU_GPU_CV 2109mW/1960mW VDD_SOC 1754mW/1735mW
04-18-2026 18:26:57 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [2%@729,1%@729,62%@729,0%@729,0%@729,0%@729] GR3D_FREQ 81% cpu@56.406C soc2@55.781C soc0@54.75C gpu@56.562C tj@56.562C soc1@55.968C VDD_IN 7336mW/7113mW VDD_CPU_GPU_CV 2149mW/1981mW VDD_SOC 1754mW/1737mW
04-18-2026 18:26:58 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [26%@1510,5%@1510,40%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 79% cpu@56.25C soc2@55.812C soc0@54.687C gpu@56.468C tj@56.468C soc1@55.843C VDD_IN 7416mW/7143mW VDD_CPU_GPU_CV 2149mW/1998mW VDD_SOC 1754mW/1738mW
04-18-2026 18:26:58 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [3%@729,66%@729,3%@729,1%@729,1%@729,0%@729] GR3D_FREQ 56% cpu@56.656C soc2@55.75C soc0@54.843C gpu@56.531C tj@56.656C soc1@55.687C VDD_IN 7308mW/7158mW VDD_CPU_GPU_CV 2109mW/2008mW VDD_SOC 1754mW/1740mW
04-18-2026 18:26:59 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [3%@1510,66%@729,2%@729,1%@729,1%@729,0%@729] GR3D_FREQ 57% cpu@56.312C soc2@55.875C soc0@54.687C gpu@56.218C tj@56.312C soc1@55.75C VDD_IN 7308mW/7171mW VDD_CPU_GPU_CV 2109mW/2016mW VDD_SOC 1754mW/1741mW
04-18-2026 18:26:59 RAM 5654/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [1%@1510,62%@1510,1%@729,0%@729,1%@729,0%@729] GR3D_FREQ 63% cpu@56.5C soc2@55.781C soc0@54.75C gpu@56.25C tj@56.5C soc1@55.687C VDD_IN 7296mW/7180mW VDD_CPU_GPU_CV 2109mW/2024mW VDD_SOC 1754mW/1742mW
04-18-2026 18:27:00 RAM 5652/7620MB (lfb 12x4MB) SWAP 3158/3810MB (cached 12MB) CPU [0%@1510,64%@1510,4%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 62% cpu@56.562C soc2@55.812C soc0@54.625C gpu@56.25C tj@56.562C soc1@55.781C VDD_IN 7376mW/7194mW VDD_CPU_GPU_CV 2149mW/2032mW VDD_SOC 1754mW/1743mW
