04-18-2026 16:22:23 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [3%@883,2%@883,0%@883,0%@883,97%@1510,0%@1510] GR3D_FREQ 67% cpu@56.625C soc2@55.468C soc0@54.531C gpu@55.906C tj@56.625C soc1@55.531C VDD_IN 6290mW/6290mW VDD_CPU_GPU_CV 1557mW/1557mW VDD_SOC 1600mW/1600mW
04-18-2026 16:22:29 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,1%@1510,0%@729,3%@729,0%@1510,100%@1510] GR3D_FREQ 62% cpu@56.5C soc2@55.562C soc0@54.656C gpu@55.875C tj@56.5C soc1@55.531C VDD_IN 7108mW/6996mW VDD_CPU_GPU_CV 2149mW/2047mW VDD_SOC 1674mW/1654mW
04-18-2026 16:22:29 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [2%@1510,0%@729,1%@729,1%@729,3%@1510,100%@1510] GR3D_FREQ 61% cpu@56.468C soc2@55.562C soc0@54.718C gpu@56C tj@56.468C soc1@55.437C VDD_IN 7108mW/7005mW VDD_CPU_GPU_CV 2109mW/2051mW VDD_SOC 1674mW/1656mW
04-18-2026 16:22:30 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,1%@1510,0%@729,0%@729,0%@1510,98%@1510] GR3D_FREQ 61% cpu@56.343C soc2@55.593C soc0@54.687C gpu@56.093C tj@56.343C soc1@55.5C VDD_IN 7108mW/7012mW VDD_CPU_GPU_CV 2109mW/2055mW VDD_SOC 1674mW/1657mW
04-18-2026 16:22:30 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [3%@1510,0%@1510,0%@729,1%@729,1%@1510,100%@1510] GR3D_FREQ 60% cpu@56.531C soc2@55.593C soc0@54.625C gpu@56.281C tj@56.531C soc1@55.781C VDD_IN 7068mW/7016mW VDD_CPU_GPU_CV 2109mW/2059mW VDD_SOC 1674mW/1658mW
04-18-2026 16:22:31 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,1%@1510,3%@729,0%@729,0%@1510,98%@1510] GR3D_FREQ 60% cpu@56.468C soc2@55.687C soc0@54.625C gpu@55.875C tj@56.468C soc1@55.781C VDD_IN 7068mW/7019mW VDD_CPU_GPU_CV 2109mW/2062mW VDD_SOC 1674mW/1659mW
04-18-2026 16:22:31 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@729,3%@729,2%@729,3%@1510,100%@1510] GR3D_FREQ 64% cpu@56.843C soc2@55.531C soc0@54.625C gpu@55.937C tj@56.843C soc1@55.656C VDD_IN 7108mW/7024mW VDD_CPU_GPU_CV 2109mW/2065mW VDD_SOC 1674mW/1660mW
04-18-2026 16:22:32 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [3%@1510,0%@729,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 67% cpu@56.406C soc2@55.718C soc0@54.531C gpu@55.906C tj@56.406C soc1@55.75C VDD_IN 7068mW/7027mW VDD_CPU_GPU_CV 2109mW/2067mW VDD_SOC 1674mW/1661mW
04-18-2026 16:22:32 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,3%@1510,1%@729,3%@729,1%@1510,98%@1510] GR3D_FREQ 64% cpu@56.625C soc2@55.562C soc0@54.593C gpu@55.937C tj@56.625C soc1@55.687C VDD_IN 7108mW/7031mW VDD_CPU_GPU_CV 2109mW/2069mW VDD_SOC 1674mW/1661mW
04-18-2026 16:22:33 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,0%@1510,0%@1510,0%@1510,100%@1510] GR3D_FREQ 60% cpu@56.718C soc2@55.656C soc0@54.562C gpu@56.031C tj@56.718C soc1@55.562C VDD_IN 7108mW/7035mW VDD_CPU_GPU_CV 2109mW/2071mW VDD_SOC 1674mW/1662mW
04-18-2026 16:22:34 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,0%@1510,1%@1510,1%@1510,98%@1510] GR3D_FREQ 61% cpu@56.562C soc2@55.625C soc0@54.625C gpu@56.218C tj@56.812C soc1@55.593C VDD_IN 7108mW/7038mW VDD_CPU_GPU_CV 2109mW/2073mW VDD_SOC 1674mW/1663mW
04-18-2026 16:22:34 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 62% cpu@56.531C soc2@55.718C soc0@54.593C gpu@55.843C tj@56.531C soc1@55.531C VDD_IN 7068mW/7039mW VDD_CPU_GPU_CV 2109mW/2075mW VDD_SOC 1674mW/1663mW
04-18-2026 16:22:35 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,0%@1510,0%@1510,2%@1510,0%@1510,100%@1510] GR3D_FREQ 63% cpu@56.593C soc2@55.718C soc0@54.593C gpu@56.156C tj@56.593C soc1@55.562C VDD_IN 7108mW/7042mW VDD_CPU_GPU_CV 2149mW/2078mW VDD_SOC 1674mW/1663mW
04-18-2026 16:22:35 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,0%@1510,0%@729,0%@729,0%@1510,98%@1510] GR3D_FREQ 65% cpu@56.437C soc2@55.625C soc0@54.562C gpu@56.375C tj@56.437C soc1@55.531C VDD_IN 7108mW/7045mW VDD_CPU_GPU_CV 2109mW/2079mW VDD_SOC 1674mW/1664mW
04-18-2026 16:22:36 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,2%@729,1%@729,1%@1510,100%@1510] GR3D_FREQ 64% cpu@56.5C soc2@55.656C soc0@54.781C gpu@55.781C tj@56.5C soc1@55.593C VDD_IN 7108mW/7048mW VDD_CPU_GPU_CV 2109mW/2080mW VDD_SOC 1674mW/1664mW
04-18-2026 16:22:36 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,1%@1510,3%@1510,0%@1510,0%@1510,100%@1510] GR3D_FREQ 60% cpu@56.531C soc2@55.687C soc0@54.843C gpu@56C tj@56.531C soc1@55.5C VDD_IN 7068mW/7048mW VDD_CPU_GPU_CV 2109mW/2081mW VDD_SOC 1674mW/1665mW
04-18-2026 16:22:37 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [3%@1510,1%@729,1%@729,1%@729,0%@1510,98%@1510] GR3D_FREQ 61% cpu@56.406C soc2@55.656C soc0@54.687C gpu@56.093C tj@56.406C soc1@55.531C VDD_IN 7108mW/7051mW VDD_CPU_GPU_CV 2109mW/2082mW VDD_SOC 1674mW/1665mW
04-18-2026 16:22:37 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,1%@729,0%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 62% cpu@56.468C soc2@55.656C soc0@54.718C gpu@56.031C tj@56.468C soc1@55.531C VDD_IN 7108mW/7053mW VDD_CPU_GPU_CV 2109mW/2083mW VDD_SOC 1674mW/1665mW
04-18-2026 16:22:38 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,3%@1510,0%@1510,0%@1510,98%@1510] GR3D_FREQ 62% cpu@56.375C soc2@55.687C soc0@54.656C gpu@56.062C tj@56.375C soc1@55.812C VDD_IN 7108mW/7055mW VDD_CPU_GPU_CV 2149mW/2086mW VDD_SOC 1674mW/1666mW
04-18-2026 16:22:38 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,1%@920,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 61% cpu@56.468C soc2@55.593C soc0@54.687C gpu@56.281C tj@56.468C soc1@55.5C VDD_IN 7108mW/7056mW VDD_CPU_GPU_CV 2109mW/2086mW VDD_SOC 1674mW/1666mW
04-18-2026 16:22:39 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,0%@1510,0%@1510,1%@1510,1%@1510,100%@1510] GR3D_FREQ 60% cpu@56.531C soc2@55.625C soc0@54.593C gpu@55.843C tj@56.531C soc1@55.75C VDD_IN 7108mW/7058mW VDD_CPU_GPU_CV 2109mW/2087mW VDD_SOC 1674mW/1666mW
04-18-2026 16:22:39 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,1%@1510,1%@1510,0%@1510,0%@1510,98%@1510] GR3D_FREQ 61% cpu@56.812C soc2@55.625C soc0@54.593C gpu@56.25C tj@56.812C soc1@55.593C VDD_IN 7108mW/7059mW VDD_CPU_GPU_CV 2109mW/2088mW VDD_SOC 1674mW/1666mW
04-18-2026 16:22:40 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,1%@1510,2%@1510,0%@1510,100%@1510] GR3D_FREQ 58% cpu@56.531C soc2@55.593C soc0@54.531C gpu@55.875C tj@56.406C soc1@55.625C VDD_IN 7108mW/7061mW VDD_CPU_GPU_CV 2109mW/2088mW VDD_SOC 1674mW/1667mW
04-18-2026 16:22:40 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 61% cpu@56.687C soc2@55.781C soc0@54.593C gpu@55.937C tj@56.687C soc1@55.593C VDD_IN 7108mW/7062mW VDD_CPU_GPU_CV 2109mW/2089mW VDD_SOC 1674mW/1667mW
04-18-2026 16:22:41 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [2%@1510,0%@1510,0%@729,0%@729,1%@1510,98%@1510] GR3D_FREQ 61% cpu@56.75C soc2@55.687C soc0@54.625C gpu@55.843C tj@56.75C soc1@55.531C VDD_IN 7108mW/7064mW VDD_CPU_GPU_CV 2109mW/2090mW VDD_SOC 1674mW/1667mW
04-18-2026 16:22:41 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,1%@1510,0%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 62% cpu@56.468C soc2@55.75C soc0@54.875C gpu@56C tj@56.468C soc1@55.531C VDD_IN 7068mW/7064mW VDD_CPU_GPU_CV 2109mW/2090mW VDD_SOC 1674mW/1667mW
04-18-2026 16:22:42 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,1%@1510,1%@1510,1%@1510,1%@1510,98%@1510] GR3D_FREQ 62% cpu@56.625C soc2@55.75C soc0@54.718C gpu@56.031C tj@56.625C soc1@55.531C VDD_IN 7068mW/7064mW VDD_CPU_GPU_CV 2109mW/2091mW VDD_SOC 1674mW/1667mW
04-18-2026 16:22:42 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,0%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 61% cpu@56.375C soc2@55.593C soc0@54.687C gpu@55.968C tj@56.375C soc1@55.531C VDD_IN 7068mW/7064mW VDD_CPU_GPU_CV 2109mW/2091mW VDD_SOC 1674mW/1667mW
04-18-2026 16:22:43 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,2%@1510,1%@729,1%@729,2%@1510,100%@1510] GR3D_FREQ 56% cpu@56.468C soc2@55.625C soc0@54.625C gpu@56.062C tj@56.468C soc1@55.812C VDD_IN 7108mW/7065mW VDD_CPU_GPU_CV 2109mW/2092mW VDD_SOC 1674mW/1668mW
04-18-2026 16:22:43 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,0%@1510,0%@1510,0%@1510,0%@1510,98%@1510] GR3D_FREQ 57% cpu@56.968C soc2@55.625C soc0@54.625C gpu@56.125C tj@56.968C soc1@55.843C VDD_IN 7108mW/7066mW VDD_CPU_GPU_CV 2109mW/2092mW VDD_SOC 1674mW/1668mW
04-18-2026 16:22:44 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,3%@729,1%@729,1%@729,1%@1510,100%@1510] GR3D_FREQ 60% cpu@56.468C soc2@55.656C soc0@54.531C gpu@56.062C tj@56.468C soc1@55.812C VDD_IN 7108mW/7067mW VDD_CPU_GPU_CV 2149mW/2093mW VDD_SOC 1674mW/1668mW
04-18-2026 16:22:44 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,0%@729,1%@729,1%@1510,100%@1510] GR3D_FREQ 64% cpu@56.718C soc2@55.656C soc0@54.562C gpu@56.093C tj@56.718C soc1@55.656C VDD_IN 7068mW/7067mW VDD_CPU_GPU_CV 2109mW/2094mW VDD_SOC 1674mW/1668mW
04-18-2026 16:22:45 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,2%@1510,0%@729,1%@729,0%@1510,98%@1510] GR3D_FREQ 74% cpu@56.812C soc2@55.656C soc0@54.593C gpu@56.25C tj@56.812C soc1@55.656C VDD_IN 7108mW/7068mW VDD_CPU_GPU_CV 2109mW/2094mW VDD_SOC 1674mW/1668mW
04-18-2026 16:22:45 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@729,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 77% cpu@56.468C soc2@55.781C soc0@54.562C gpu@56.062C tj@56.468C soc1@55.562C VDD_IN 7068mW/7068mW VDD_CPU_GPU_CV 2109mW/2094mW VDD_SOC 1674mW/1668mW
04-18-2026 16:22:46 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,3%@1510,0%@729,1%@729,1%@1510,98%@1510] GR3D_FREQ 72% cpu@56.593C soc2@55.718C soc0@54.875C gpu@56.25C tj@56.593C soc1@55.562C VDD_IN 7108mW/7069mW VDD_CPU_GPU_CV 2149mW/2096mW VDD_SOC 1674mW/1668mW
04-18-2026 16:22:46 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,1%@1510,0%@1510,0%@1510,100%@1510] GR3D_FREQ 57% cpu@56.593C soc2@55.687C soc0@54.75C gpu@55.875C tj@56.593C soc1@55.531C VDD_IN 7108mW/7070mW VDD_CPU_GPU_CV 2109mW/2096mW VDD_SOC 1674mW/1668mW
04-18-2026 16:22:47 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [3%@1510,0%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 61% cpu@56.5C soc2@55.687C soc0@54.781C gpu@56.312C tj@56.5C soc1@55.562C VDD_IN 7108mW/7071mW VDD_CPU_GPU_CV 2109mW/2096mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:47 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,1%@1510,0%@1510,0%@1510,98%@1510] GR3D_FREQ 64% cpu@56.437C soc2@55.687C soc0@54.656C gpu@55.812C tj@56.437C soc1@55.5C VDD_IN 7108mW/7071mW VDD_CPU_GPU_CV 2109mW/2096mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:48 RAM 5150/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,1%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 78% cpu@56.562C soc2@55.656C soc0@54.718C gpu@56.156C tj@56.562C soc1@55.75C VDD_IN 7108mW/7072mW VDD_CPU_GPU_CV 2109mW/2097mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:48 RAM 5150/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,3%@729,0%@729,0%@729,3%@1510,100%@1510] GR3D_FREQ 86% cpu@56.75C soc2@55.625C soc0@54.687C gpu@55.781C tj@56.75C soc1@55.687C VDD_IN 7068mW/7072mW VDD_CPU_GPU_CV 2109mW/2097mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:49 RAM 5150/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,3%@729,3%@729,0%@1510,98%@1510] GR3D_FREQ 80% cpu@56.843C soc2@55.625C soc0@54.656C gpu@55.906C tj@56.843C soc1@55.625C VDD_IN 7108mW/7073mW VDD_CPU_GPU_CV 2109mW/2097mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:49 RAM 5150/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,1%@1510,0%@729,1%@729,1%@1510,100%@1510] GR3D_FREQ 76% cpu@56.625C soc2@55.687C soc0@54.562C gpu@56.437C tj@56.625C soc1@55.656C VDD_IN 7108mW/7073mW VDD_CPU_GPU_CV 2109mW/2097mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:50 RAM 5150/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [3%@1510,1%@729,3%@729,0%@729,0%@1510,98%@1510] GR3D_FREQ 75% cpu@56.718C soc2@55.718C soc0@54.625C gpu@55.968C tj@56.718C soc1@55.562C VDD_IN 7108mW/7074mW VDD_CPU_GPU_CV 2109mW/2098mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:50 RAM 5150/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,1%@1510,0%@1510,0%@1510,1%@1510,100%@1510] GR3D_FREQ 75% cpu@56.562C soc2@55.781C soc0@54.593C gpu@56.062C tj@56.562C soc1@55.656C VDD_IN 7108mW/7075mW VDD_CPU_GPU_CV 2149mW/2098mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:51 RAM 5150/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,1%@729,0%@729,1%@729,1%@1510,100%@1510] GR3D_FREQ 67% cpu@56.625C soc2@55.718C soc0@54.906C gpu@55.906C tj@56.625C soc1@55.562C VDD_IN 7108mW/7075mW VDD_CPU_GPU_CV 2109mW/2099mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:51 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@729,0%@729,0%@729,0%@1510,98%@1510] GR3D_FREQ 77% cpu@56.656C soc2@55.656C soc0@54.718C gpu@56C tj@56.656C soc1@55.531C VDD_IN 7108mW/7076mW VDD_CPU_GPU_CV 2109mW/2099mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:52 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,0%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 84% cpu@56.562C soc2@55.687C soc0@54.781C gpu@56.062C tj@56.562C soc1@55.531C VDD_IN 7108mW/7076mW VDD_CPU_GPU_CV 2109mW/2099mW VDD_SOC 1674mW/1669mW
04-18-2026 16:22:52 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,1%@1510,3%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 81% cpu@56.5C soc2@55.75C soc0@54.75C gpu@56.25C tj@56.5C soc1@55.531C VDD_IN 7108mW/7077mW VDD_CPU_GPU_CV 2109mW/2099mW VDD_SOC 1674mW/1670mW
04-18-2026 16:22:53 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,3%@1510,1%@729,0%@729,1%@1510,98%@1510] GR3D_FREQ 75% cpu@56.968C soc2@55.75C soc0@54.625C gpu@56.062C tj@56.968C soc1@55.75C VDD_IN 7108mW/7077mW VDD_CPU_GPU_CV 2109mW/2099mW VDD_SOC 1674mW/1670mW
04-18-2026 16:22:53 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [3%@1510,1%@1510,1%@729,5%@729,0%@1510,100%@1510] GR3D_FREQ 66% cpu@56.531C soc2@55.75C soc0@54.656C gpu@56.25C tj@56.531C soc1@55.718C VDD_IN 7108mW/7078mW VDD_CPU_GPU_CV 2149mW/2100mW VDD_SOC 1674mW/1670mW
04-18-2026 16:22:54 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,1%@729,0%@729,0%@1510,98%@1510] GR3D_FREQ 59% cpu@56.625C soc2@55.562C soc0@54.656C gpu@55.843C tj@56.625C soc1@55.687C VDD_IN 7108mW/7078mW VDD_CPU_GPU_CV 2109mW/2100mW VDD_SOC 1674mW/1670mW
04-18-2026 16:22:54 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,1%@1510,0%@1510,0%@1510,3%@1510,100%@1510] GR3D_FREQ 57% cpu@56.781C soc2@55.687C soc0@54.656C gpu@56.25C tj@56.781C soc1@55.656C VDD_IN 7108mW/7079mW VDD_CPU_GPU_CV 2109mW/2100mW VDD_SOC 1674mW/1670mW
04-18-2026 16:22:55 RAM 5149/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,0%@1510,0%@1510,0%@1510,1%@1510,98%@1510] GR3D_FREQ 61% cpu@56.468C soc2@55.718C soc0@54.593C gpu@55.875C tj@56.468C soc1@55.593C VDD_IN 7108mW/7079mW VDD_CPU_GPU_CV 2109mW/2101mW VDD_SOC 1674mW/1670mW
04-18-2026 16:22:55 RAM 5150/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [1%@1510,1%@729,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 64% cpu@56.656C soc2@55.812C soc0@54.656C gpu@56.187C tj@56.656C soc1@55.531C VDD_IN 7108mW/7080mW VDD_CPU_GPU_CV 2109mW/2101mW VDD_SOC 1674mW/1670mW
04-18-2026 16:22:56 RAM 5150/7620MB (lfb 10x4MB) SWAP 3487/3810MB (cached 42MB) CPU [0%@1510,1%@1510,1%@729,3%@729,0%@1510,100%@1510] GR3D_FREQ 66% cpu@56.5C soc2@55.75C soc0@54.75C gpu@55.906C tj@56.5C soc1@55.593C VDD_IN 7108mW/7080mW VDD_CPU_GPU_CV 2109mW/2101mW VDD_SOC 1674mW/1670mW
