04-18-2026 14:45:09 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [0%@883,0%@883,0%@883,0%@883,0%@729,48%@729] GR3D_FREQ 86% cpu@56.343C soc2@55.656C soc0@54.968C gpu@56.375C tj@56.375C soc1@55.562C VDD_IN 6320mW/6320mW VDD_CPU_GPU_CV 1517mW/1517mW VDD_SOC 1640mW/1640mW
04-18-2026 14:45:09 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [1%@1510,0%@729,5%@729,0%@729,42%@729,8%@729] GR3D_FREQ 72% cpu@56.406C soc2@55.781C soc0@54.812C gpu@56.031C tj@56.406C soc1@55.656C VDD_IN 6829mW/6574mW VDD_CPU_GPU_CV 1794mW/1655mW VDD_SOC 1677mW/1658mW
04-18-2026 14:45:10 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [2%@1510,7%@1510,1%@1510,0%@1510,52%@729,0%@729] GR3D_FREQ 70% cpu@56.312C soc2@55.75C soc0@54.875C gpu@56.531C tj@56.531C soc1@55.687C VDD_IN 7268mW/6805mW VDD_CPU_GPU_CV 2109mW/1806mW VDD_SOC 1754mW/1690mW
04-18-2026 14:45:10 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [3%@1510,1%@1510,2%@1510,0%@1510,62%@729,0%@729] GR3D_FREQ 64% cpu@56.375C soc2@55.781C soc0@54.843C gpu@56.218C tj@56.375C soc1@55.625C VDD_IN 7416mW/6958mW VDD_CPU_GPU_CV 2229mW/1912mW VDD_SOC 1754mW/1706mW
04-18-2026 14:45:11 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [0%@1510,1%@729,0%@729,3%@729,63%@729,0%@729] GR3D_FREQ 64% cpu@56.375C soc2@55.843C soc0@54.781C gpu@56.25C tj@56.312C soc1@55.625C VDD_IN 7416mW/7049mW VDD_CPU_GPU_CV 2229mW/1975mW VDD_SOC 1754mW/1715mW
04-18-2026 14:45:12 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [0%@1510,3%@1510,2%@729,1%@729,60%@729,0%@729] GR3D_FREQ 72% cpu@56.343C soc2@55.843C soc0@54.812C gpu@56.531C tj@56.531C soc1@55.718C VDD_IN 7575mW/7137mW VDD_CPU_GPU_CV 2305mW/2030mW VDD_SOC 1751mW/1721mW
04-18-2026 14:45:12 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [1%@1510,1%@729,1%@729,0%@729,61%@729,0%@729] GR3D_FREQ 63% cpu@56.75C soc2@55.937C soc0@54.781C gpu@56.312C tj@56.75C soc1@55.593C VDD_IN 7535mW/7194mW VDD_CPU_GPU_CV 2305mW/2069mW VDD_SOC 1751mW/1725mW
04-18-2026 14:45:13 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [1%@1510,2%@729,3%@729,0%@729,31%@729,28%@729] GR3D_FREQ 59% cpu@56.312C soc2@55.906C soc0@54.937C gpu@56.343C tj@56.75C soc1@55.875C VDD_IN 7456mW/7226mW VDD_CPU_GPU_CV 2269mW/2094mW VDD_SOC 1754mW/1729mW
04-18-2026 14:45:13 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [0%@1510,0%@1510,1%@729,1%@729,0%@729,63%@729] GR3D_FREQ 63% cpu@56.437C soc2@55.875C soc0@54.843C gpu@56.468C tj@56.468C soc1@55.906C VDD_IN 7495mW/7256mW VDD_CPU_GPU_CV 2305mW/2118mW VDD_SOC 1751mW/1731mW
04-18-2026 14:45:14 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [1%@1510,0%@1510,2%@1510,1%@1510,0%@729,61%@729] GR3D_FREQ 58% cpu@56.593C soc2@55.937C soc0@54.906C gpu@56.843C tj@56.843C soc1@55.937C VDD_IN 7535mW/7284mW VDD_CPU_GPU_CV 2305mW/2136mW VDD_SOC 1751mW/1733mW
04-18-2026 14:45:14 RAM 5423/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [3%@1510,1%@729,2%@729,0%@729,0%@729,62%@729] GR3D_FREQ 72% cpu@56.75C soc2@55.937C soc0@54.75C gpu@56.375C tj@56.75C soc1@55.812C VDD_IN 7495mW/7303mW VDD_CPU_GPU_CV 2265mW/2148mW VDD_SOC 1754mW/1735mW
04-18-2026 14:45:15 RAM 5424/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [3%@1510,2%@1510,3%@729,0%@729,38%@729,29%@729] GR3D_FREQ 59% cpu@56.343C soc2@55.937C soc0@54.906C gpu@56.468C tj@56.468C soc1@55.781C VDD_IN 7495mW/7319mW VDD_CPU_GPU_CV 2265mW/2158mW VDD_SOC 1754mW/1737mW
04-18-2026 14:45:15 RAM 5424/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [0%@1510,0%@1510,0%@729,0%@729,60%@729,0%@729] GR3D_FREQ 72% cpu@56.5C soc2@55.875C soc0@54.812C gpu@56.562C tj@56.562C soc1@55.812C VDD_IN 7575mW/7339mW VDD_CPU_GPU_CV 2305mW/2169mW VDD_SOC 1791mW/1741mW
04-18-2026 14:45:16 RAM 5424/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [1%@1510,1%@1510,0%@729,0%@729,61%@729,0%@729] GR3D_FREQ 72% cpu@56.625C soc2@55.875C soc0@54.75C gpu@56.437C tj@56.718C soc1@55.75C VDD_IN 7535mW/7353mW VDD_CPU_GPU_CV 2305mW/2179mW VDD_SOC 1751mW/1741mW
04-18-2026 14:45:16 RAM 5424/7620MB (lfb 14x4MB) SWAP 2466/3810MB (cached 18MB) CPU [0%@1510,1%@1510,1%@729,0%@729,63%@729,0%@729] GR3D_FREQ 59% cpu@56.875C soc2@55.968C soc0@54.843C gpu@56.562C tj@56.875C soc1@55.781C VDD_IN 7495mW/7362mW VDD_CPU_GPU_CV 2269mW/2185mW VDD_SOC 1754mW/1742mW
