04-18-2026 13:43:06 RAM 5687/7620MB (lfb 1x4MB) SWAP 664/3810MB (cached 0MB) CPU [1%@806,3%@806,1%@806,0%@806,0%@729,36%@729] GR3D_FREQ 98% cpu@55.531C soc2@55.062C soc0@54.093C gpu@55.812C tj@55.812C soc1@54.906C VDD_IN 7842mW/7842mW VDD_CPU_GPU_CV 2583mW/2583mW VDD_SOC 1791mW/1791mW
04-18-2026 13:43:07 RAM 5687/7620MB (lfb 1x4MB) SWAP 664/3810MB (cached 0MB) CPU [3%@1510,0%@1510,3%@729,1%@729,1%@729,48%@729] GR3D_FREQ 77% cpu@55.562C soc2@55.218C soc0@54.093C gpu@55.875C tj@55.875C soc1@54.843C VDD_IN 8743mW/8292mW VDD_CPU_GPU_CV 3208mW/2895mW VDD_SOC 1864mW/1827mW
04-18-2026 13:43:07 RAM 5687/7620MB (lfb 1x4MB) SWAP 664/3810MB (cached 0MB) CPU [3%@1510,0%@1510,0%@1510,3%@1510,0%@729,52%@729] GR3D_FREQ 87% cpu@55.562C soc2@55.187C soc0@54.093C gpu@56.062C tj@56.062C soc1@54.875C VDD_IN 9245mW/8610mW VDD_CPU_GPU_CV 3559mW/3116mW VDD_SOC 1941mW/1865mW
04-18-2026 13:43:08 RAM 5687/7620MB (lfb 1x4MB) SWAP 664/3810MB (cached 0MB) CPU [4%@1510,1%@1510,1%@729,0%@729,0%@729,51%@729] GR3D_FREQ 75% cpu@55.687C soc2@55.343C soc0@54.125C gpu@56.281C tj@56.281C soc1@54.906C VDD_IN 9349mW/8794mW VDD_CPU_GPU_CV 3711mW/3265mW VDD_SOC 1941mW/1884mW
04-18-2026 13:43:08 RAM 5687/7620MB (lfb 1x4MB) SWAP 664/3810MB (cached 0MB) CPU [54%@1510,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 76% cpu@55.843C soc2@55.343C soc0@54.25C gpu@56.375C tj@56.375C soc1@54.968C VDD_IN 9349mW/8905mW VDD_CPU_GPU_CV 3672mW/3346mW VDD_SOC 1941mW/1895mW
04-18-2026 13:43:09 RAM 5687/7620MB (lfb 1x4MB) SWAP 664/3810MB (cached 0MB) CPU [1%@1510,54%@1510,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 92% cpu@55.781C soc2@55.406C soc0@54.25C gpu@56.687C tj@56.687C soc1@54.968C VDD_IN 9428mW/8992mW VDD_CPU_GPU_CV 3751mW/3414mW VDD_SOC 1941mW/1903mW
04-18-2026 13:43:09 RAM 5687/7620MB (lfb 1x4MB) SWAP 664/3810MB (cached 0MB) CPU [0%@1510,52%@1510,0%@1510,3%@1510,0%@729,0%@729] GR3D_FREQ 77% cpu@55.843C soc2@55.531C soc0@54.156C gpu@56.281C tj@56.281C soc1@55.312C VDD_IN 9428mW/9054mW VDD_CPU_GPU_CV 3751mW/3462mW VDD_SOC 1941mW/1908mW
04-18-2026 13:43:10 RAM 5687/7620MB (lfb 1x4MB) SWAP 664/3810MB (cached 0MB) CPU [44%@1510,17%@1510,3%@1510,1%@1510,1%@729,1%@729] GR3D_FREQ 77% cpu@56C soc2@55.468C soc0@54.25C gpu@56.687C tj@56.687C soc1@55.343C VDD_IN 9428mW/9101mW VDD_CPU_GPU_CV 3751mW/3498mW VDD_SOC 1941mW/1912mW
04-18-2026 13:43:10 RAM 5688/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [54%@1510,2%@1510,0%@729,1%@729,0%@729,8%@729] GR3D_FREQ 78% cpu@56.093C soc2@55.562C soc0@54.25C gpu@56.312C tj@56.312C soc1@55.312C VDD_IN 9468mW/9142mW VDD_CPU_GPU_CV 3751mW/3526mW VDD_SOC 1938mW/1915mW
04-18-2026 13:43:11 RAM 5688/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [54%@1510,1%@1510,0%@729,1%@729,0%@729,3%@729] GR3D_FREQ 77% cpu@55.875C soc2@55.593C soc0@54.218C gpu@56.5C tj@56.5C soc1@55.343C VDD_IN 9468mW/9174mW VDD_CPU_GPU_CV 3790mW/3552mW VDD_SOC 1938mW/1917mW
04-18-2026 13:43:11 RAM 5688/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [53%@1510,0%@729,1%@729,1%@729,0%@729,0%@729] GR3D_FREQ 77% cpu@56.125C soc2@55.562C soc0@54.25C gpu@56.531C tj@56.531C soc1@55.281C VDD_IN 9468mW/9201mW VDD_CPU_GPU_CV 3751mW/3570mW VDD_SOC 1941mW/1919mW
04-18-2026 13:43:12 RAM 5688/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [56%@1510,3%@1510,1%@1510,0%@1510,0%@729,1%@729] GR3D_FREQ 93% cpu@56.218C soc2@55.562C soc0@54.343C gpu@56.687C tj@56.687C soc1@55.25C VDD_IN 9468mW/9223mW VDD_CPU_GPU_CV 3751mW/3585mW VDD_SOC 1938mW/1921mW
04-18-2026 13:43:12 RAM 5688/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [51%@1510,1%@1510,5%@1510,3%@1510,0%@729,0%@729] GR3D_FREQ 77% cpu@56.312C soc2@55.656C soc0@54.281C gpu@56.437C tj@56.437C soc1@55.25C VDD_IN 9468mW/9242mW VDD_CPU_GPU_CV 3751mW/3598mW VDD_SOC 1938mW/1922mW
04-18-2026 13:43:13 RAM 5688/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [49%@1510,6%@1510,0%@1510,2%@1510,0%@729,3%@729] GR3D_FREQ 77% cpu@56.156C soc2@55.687C soc0@54.437C gpu@56.562C tj@56.562C soc1@55.343C VDD_IN 9468mW/9258mW VDD_CPU_GPU_CV 3751mW/3609mW VDD_SOC 1938mW/1923mW
04-18-2026 13:43:13 RAM 5689/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [55%@1510,0%@729,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 77% cpu@56.187C soc2@55.843C soc0@54.375C gpu@56.656C tj@56.656C soc1@55.343C VDD_IN 9468mW/9272mW VDD_CPU_GPU_CV 3790mW/3621mW VDD_SOC 1938mW/1924mW
04-18-2026 13:43:14 RAM 5689/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [30%@1510,26%@1510,1%@1510,1%@1510,2%@729,0%@729] GR3D_FREQ 86% cpu@56.218C soc2@55.75C soc0@54.437C gpu@56.531C tj@56.531C soc1@55.25C VDD_IN 9428mW/9282mW VDD_CPU_GPU_CV 3790mW/3631mW VDD_SOC 1938mW/1925mW
04-18-2026 13:43:14 RAM 5689/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [0%@1510,54%@1510,2%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 78% cpu@56.156C soc2@55.75C soc0@54.687C gpu@56.625C tj@56.625C soc1@55.25C VDD_IN 9428mW/9290mW VDD_CPU_GPU_CV 3711mW/3636mW VDD_SOC 1938mW/1926mW
04-18-2026 13:43:15 RAM 5689/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [3%@1510,52%@1510,3%@1510,2%@1510,0%@729,1%@729] GR3D_FREQ 75% cpu@56.156C soc2@55.781C soc0@54.562C gpu@56.875C tj@56.875C soc1@55.25C VDD_IN 9468mW/9300mW VDD_CPU_GPU_CV 3751mW/3642mW VDD_SOC 1938mW/1926mW
04-18-2026 13:43:15 RAM 5689/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [1%@1510,19%@1510,34%@1510,1%@1510,0%@729,0%@729] GR3D_FREQ 90% cpu@56.093C soc2@55.937C soc0@54.593C gpu@56.687C tj@56.687C soc1@55.343C VDD_IN 9428mW/9307mW VDD_CPU_GPU_CV 3751mW/3648mW VDD_SOC 1941mW/1927mW
04-18-2026 13:43:16 RAM 5689/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [0%@1510,0%@1510,53%@1510,0%@1510,2%@729,0%@729] GR3D_FREQ 77% cpu@56.406C soc2@55.75C soc0@54.625C gpu@56.937C tj@56.937C soc1@55.343C VDD_IN 9428mW/9313mW VDD_CPU_GPU_CV 3751mW/3653mW VDD_SOC 1938mW/1928mW
04-18-2026 13:43:16 RAM 5689/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [0%@1510,1%@1510,53%@1510,0%@1510,0%@729,0%@729] GR3D_FREQ 77% cpu@56.656C soc2@55.812C soc0@54.593C gpu@57.031C tj@57.031C soc1@55.687C VDD_IN 9468mW/9320mW VDD_CPU_GPU_CV 3751mW/3658mW VDD_SOC 1941mW/1928mW
04-18-2026 13:43:17 RAM 5689/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [1%@1510,0%@1510,52%@1510,1%@1510,1%@729,0%@729] GR3D_FREQ 75% cpu@56.281C soc2@55.843C soc0@54.656C gpu@56.937C tj@56.937C soc1@55.531C VDD_IN 9468mW/9327mW VDD_CPU_GPU_CV 3751mW/3662mW VDD_SOC 1941mW/1929mW
04-18-2026 13:43:17 RAM 5689/7620MB (lfb 1x4MB) SWAP 661/3810MB (cached 0MB) CPU [0%@1510,0%@1510,52%@729,0%@729,1%@729,3%@729] GR3D_FREQ 74% cpu@56.437C soc2@55.968C soc0@54.625C gpu@57.093C tj@57.093C soc1@55.531C VDD_IN 9468mW/9333mW VDD_CPU_GPU_CV 3790mW/3668mW VDD_SOC 1938mW/1929mW
