Runs,Strategy,Start_frame,End_frame,Total_frames
1,BSS,874,646,886
1,BSS,678,646,1082
1,BSS,554,648,1020
1,BSS,732,648,84
1,BSS,111,648,577
1,BSS,1072,648,424
1,BSS,363,648,829
1,BSS,111,648,577
1,BSS,174,646,472
1,BSS,69,648,535
1,BSS,1066,648,418
1,BSS,952,646,808
1,BSS,425,648,891
1,BSS,399,648,865
1,BSS,76,648,542
1,BSS,957,648,309
1,BSS,799,648,151
1,BSS,1049,648,401
1,BSS,941,648,293
1,BSS,776,646,984
1,BSS,297,648,763
1,BSS,514,648,980
1,BSS,982,648,334
1,BSS,1099,646,661
1,BSS,56,648,522
1,BSS,140,646,506
1,BSS,1013,646,747
1,BSS,642,646,4
1,BSS,1040,646,720
1,BSS,1067,648,419
1,BSS,687,646,1073
1,BSS,40,646,606
1,BSS,82,646,564
1,BSS,964,646,796
1,BSS,715,646,1045
1,BSS,418,646,228
1,BSS,1112,648,464
1,BSS,409,646,237
1,BSS,758,646,1002
1,BSS,754,646,1006
1,BSS,213,646,433
1,BSS,1095,646,665
1,BSS,277,646,369
1,BSS,93,646,553
1,BSS,654,648,6
1,BSS,587,648,1053
1,BSS,219,646,427
1,BSS,775,646,985
1,BSS,917,648,269
1,BSS,165,648,631
1,BSS,1097,648,449
1,BSS,377,646,269
1,BSS,201,646,445
1,BSS,730,646,1030
1,BSS,961,648,313
1,BSS,1024,646,736
1,BSS,178,646,468
1,BSS,223,648,689
1,BSS,925,646,835
1,BSS,679,648,31
1,BSS,594,646,52
1,BSS,442,646,204
1,BSS,37,646,609
1,BSS,201,646,445
1,BSS,685,648,37
1,BSS,179,646,467
1,BSS,440,646,206
1,BSS,531,648,997
1,BSS,479,648,945
1,BSS,825,646,935
1,BSS,85,646,561
1,BSS,634,646,12
1,BSS,28,646,618
1,BSS,929,648,281
1,BSS,860,646,900
1,BSS,1049,646,711
1,BSS,157,646,489
1,BSS,391,646,255
1,BSS,764,646,996
1,BSS,605,648,1071
1,BSS,406,648,872
1,BSS,525,646,121
1,BSS,759,648,111
1,BSS,347,648,813
1,BSS,314,646,332
1,BSS,770,648,122
1,BSS,175,648,641
1,BSS,395,646,251
1,BSS,737,648,89
1,BSS,780,646,980
1,BSS,201,648,667
1,BSS,588,648,1054
1,BSS,227,648,693
1,BSS,889,646,871
1,BSS,129,648,595
1,BSS,884,648,236
1,BSS,866,646,894
1,BSS,422,646,224
1,BSS,611,646,35
1,BSS,882,648,234
1,BSS,1103,646,657
1,BSS,623,646,23
1,BSS,891,646,869
1,BSS,836,646,924
1,BSS,775,648,127
1,BSS,252,646,394
1,BSS,696,648,48
1,BSS,901,646,859
1,BSS,683,648,35
1,BSS,179,646,467
1,BSS,744,648,96
1,BSS,133,646,513
1,BSS,103,646,543
1,BSS,599,648,1065
1,BSS,806,646,954
1,BSS,59,648,525
1,BSS,668,648,20
1,BSS,868,646,892
1,BSS,334,646,312
1,BSS,615,648,1081
1,BSS,130,648,596
1,BSS,752,646,1008
1,BSS,230,648,696
1,BSS,285,648,751
1,BSS,698,646,1062
1,BSS,949,646,811
1,BSS,1087,646,673
1,BSS,536,648,1002
1,BSS,50,648,516
1,BSS,159,646,487
1,BSS,909,648,261
1,BSS,269,648,735
1,BSS,177,646,469
1,BSS,232,648,698
1,BSS,369,646,277
1,BSS,1071,646,689
1,BSS,443,648,909
1,BSS,684,648,36
1,BSS,535,648,1001
1,BSS,199,648,665
1,BSS,1110,648,462
1,BSS,1081,646,679
1,BSS,148,648,614
1,BSS,131,648,597
1,BSS,10,648,476
1,BSS,393,648,859
1,BSS,535,646,111
1,BSS,738,646,1022
1,BSS,839,648,191
1,BSS,327,648,793
1,BSS,1102,648,454
1,BSS,31,646,615
1,BSS,181,648,647
1,BSS,216,646,430
1,BSS,152,646,494
1,BSS,357,648,823
1,BSS,829,646,931
1,BSS,789,646,971
1,BSS,734,646,1026
1,BSS,694,646,1066
1,BSS,1112,648,464
1,BSS,847,646,913
1,BSS,87,648,553
1,BSS,481,648,947
1,BSS,346,646,300
1,BSS,428,648,894
1,BSS,92,646,554
1,BSS,902,648,254
1,BSS,133,648,599
1,BSS,700,646,1060
1,BSS,210,646,436
1,BSS,428,646,218
1,BSS,488,646,158
1,BSS,334,648,800
1,BSS,145,646,501
1,BSS,148,646,498
1,BSS,540,648,1006
1,BSS,1023,646,737
1,BSS,444,646,202
1,BSS,880,646,880
1,BSS,995,648,347
1,BSS,73,648,539
1,BSS,741,646,1019
