Runs,Strategy,Start_frame,End_frame,Total_frames
1,BSS,772,648,124
1,BSS,1074,648,426
1,BSS,421,646,225
1,BSS,307,648,773
1,BSS,127,648,593
1,BSS,1002,648,354
1,BSS,514,648,980
1,BSS,1059,648,411
1,BSS,1107,646,653
1,BSS,1059,646,701
1,BSS,209,646,437
1,BSS,447,648,913
1,BSS,39,648,505
1,BSS,817,648,169
1,BSS,356,646,290
1,BSS,83,648,549
1,BSS,583,648,1049
1,BSS,252,648,718
1,BSS,289,646,357
1,BSS,1088,646,672
1,BSS,820,648,172
1,BSS,841,646,919
1,BSS,1076,646,684
1,BSS,620,646,26
1,BSS,137,646,509
1,BSS,662,646,1098
1,BSS,183,648,649
1,BSS,1041,648,393
1,BSS,94,648,560
1,BSS,302,648,768
1,BSS,158,646,488
1,BSS,135,648,601
1,BSS,980,646,780
1,BSS,305,646,341
1,BSS,538,648,1004
1,BSS,609,646,37
1,BSS,599,646,47
1,BSS,877,648,229
1,BSS,443,646,203
1,BSS,650,648,2
1,BSS,1098,648,450
1,BSS,135,646,511
1,BSS,52,648,518
1,BSS,1038,648,390
1,BSS,853,648,205
1,BSS,808,648,160
1,BSS,921,648,273
1,BSS,190,648,656
1,BSS,1007,646,753
1,BSS,703,648,55
1,BSS,620,648,1086
1,BSS,880,648,232
1,BSS,971,648,323
1,BSS,1068,646,692
1,BSS,455,648,921
1,BSS,956,646,804
1,BSS,985,648,337
1,BSS,582,648,1048
1,BSS,525,648,991
1,BSS,534,646,112
1,BSS,331,646,315
1,BSS,1037,646,723
1,BSS,276,646,370
1,BSS,943,648,295
1,BSS,1042,648,394
1,BSS,440,648,906
1,BSS,954,648,306
1,BSS,36,646,610
1,BSS,722,646,1038
1,BSS,660,648,12
1,BSS,1010,646,750
1,BSS,980,648,332
1,BSS,20,648,486
1,BSS,991,648,343
1,BSS,2,648,468
1,BSS,827,646,933
1,BSS,922,646,838
1,BSS,366,646,280
1,BSS,883,648,235
1,BSS,140,648,606
1,BSS,626,646,20
1,BSS,1102,648,454
1,BSS,95,648,561
1,BSS,1013,648,365
1,BSS,840,648,192
1,BSS,20,646,626
1,BSS,799,648,151
1,BSS,125,646,521
1,BSS,434,648,900
1,BSS,535,648,1001
1,BSS,487,648,953
1,BSS,214,648,680
1,BSS,764,646,996
1,BSS,28,648,494
1,BSS,2,648,468
1,BSS,217,646,429
1,BSS,1087,648,439
1,BSS,964,648,316
1,BSS,76,646,570
1,BSS,500,648,966
1,BSS,836,646,924
1,BSS,715,646,1045
1,BSS,579,648,1045
1,BSS,649,648,1
1,BSS,858,648,210
1,BSS,334,648,800
1,BSS,780,646,980
1,BSS,883,646,877
1,BSS,719,648,71
1,BSS,1065,648,417
1,BSS,192,646,454
1,BSS,332,646,314
1,BSS,460,648,926
1,BSS,67,646,579
1,BSS,43,648,509
1,BSS,435,646,211
1,BSS,796,646,964
1,BSS,543,646,103
1,BSS,927,646,833
1,BSS,509,646,137
1,BSS,562,648,1028
1,BSS,54,648,520
1,BSS,643,646,3
1,BSS,113,646,533
1,BSS,1075,646,685
1,BSS,1087,646,673
1,BSS,321,648,787
1,BSS,366,648,832
1,BSS,870,646,890
1,BSS,1069,648,421
1,BSS,829,648,181
1,BSS,144,646,502
1,BSS,1083,646,677
1,BSS,495,648,961
1,BSS,398,648,864
1,BSS,736,646,1024
1,BSS,889,648,241
1,BSS,699,648,51
1,BSS,651,646,1109
1,BSS,81,648,547
1,BSS,748,646,1012
1,BSS,73,646,573
1,BSS,198,646,448
1,BSS,854,648,206
1,BSS,3,646,643
1,BSS,459,648,925
1,BSS,777,646,983
1,BSS,178,648,644
1,BSS,708,646,1052
1,BSS,68,646,578
1,BSS,31,646,615
1,BSS,251,648,717
1,BSS,308,646,338
1,BSS,1108,646,652
1,BSS,739,648,91
1,BSS,666,646,1094
1,BSS,62,646,584
1,BSS,308,648,774
1,BSS,782,648,134
1,BSS,769,648,121
1,BSS,1069,648,421
1,BSS,902,648,254
1,BSS,193,646,453
1,BSS,951,646,809
1,BSS,1058,648,410
1,BSS,540,648,1006
1,BSS,182,646,464
1,BSS,562,646,84
1,BSS,469,648,935
1,BSS,973,648,325
1,BSS,1067,648,419
1,BSS,19,646,627
1,BSS,460,646,186
1,BSS,808,648,160
1,BSS,32,648,498
1,BSS,965,646,795
1,BSS,993,648,345
1,BSS,763,648,115
1,BSS,489,646,157
1,BSS,180,646,466
1,BSS,369,646,277
1,BSS,794,648,146
1,BSS,457,648,923
1,BSS,281,646,365
1,BSS,702,648,54
1,BSS,1052,648,404
1,BSS,745,648,97
1,BSS,585,646,61
1,BSS,303,646,343
1,BSS,808,648,160
1,BSS,188,648,654
1,BSS,653,648,5
1,BSS,265,648,731
1,BSS,572,648,1038
1,BSS,832,648,184
1,BSS,423,648,889
1,BSS,870,646,890
1,BSS,910,646,850
1,BSS,968,648,320
1,BSS,91,646,555
1,BSS,258,646,388
1,BSS,822,648,174
1,BSS,922,648,274
1,BSS,599,648,1065
1,BSS,38,648,504
1,BSS,285,648,751
1,BSS,745,646,1015
1,BSS,131,648,597
1,BSS,258,648,724
1,BSS,145,646,501
1,BSS,483,646,163
1,BSS,1083,648,435
1,BSS,88,648,554
1,BSS,563,646,83
1,BSS,2,646,644
1,BSS,515,646,131
1,BSS,32,646,614
1,BSS,499,648,965
1,BSS,1109,646,651
1,BSS,624,648,1090
1,BSS,833,648,185
1,BSS,439,648,905
1,BSS,397,648,863
1,BSS,650,648,2
1,BSS,691,648,43
1,BSS,54,646,592
1,BSS,863,648,215
1,BSS,783,648,135
1,BSS,744,646,1016
1,BSS,300,646,346
1,BSS,374,646,272
1,BSS,803,648,155
1,BSS,829,646,931
1,BSS,687,646,1073
1,BSS,730,646,1030
1,BSS,830,646,930
1,BSS,786,648,138
1,BSS,62,646,584
1,BSS,110,648,576
1,BSS,42,648,508
1,BSS,583,648,1049
1,BSS,484,646,162
1,BSS,90,648,556
1,BSS,190,646,456
1,BSS,1072,648,424
1,BSS,143,646,503
1,BSS,1000,648,352
1,BSS,795,648,147
1,BSS,806,648,158
1,BSS,661,646,1099
1,BSS,428,648,894
1,BSS,360,648,826
1,BSS,633,648,1099
1,BSS,508,646,138
1,BSS,1033,646,727
1,BSS,189,646,457
1,BSS,561,646,85
1,BSS,968,648,320
1,BSS,482,646,164
1,BSS,775,646,985
1,BSS,992,646,768
1,BSS,887,648,239
1,BSS,717,648,69
1,BSS,221,646,425
1,BSS,689,648,41
1,BSS,440,648,906
1,BSS,469,646,177
1,BSS,582,646,64
1,BSS,870,646,890
1,BSS,965,648,317
1,BSS,419,646,227
1,BSS,360,648,826
1,BSS,186,648,652
1,BSS,860,648,212
1,BSS,295,646,351
1,BSS,975,646,785
1,BSS,510,646,136
1,BSS,416,646,230
1,BSS,778,646,982
1,BSS,571,646,75
1,BSS,104,648,570
1,BSS,355,648,821
1,BSS,225,646,421
1,BSS,606,648,1072
1,BSS,645,646,1
1,BSS,108,648,574
1,BSS,772,648,124
1,BSS,789,646,971
1,BSS,998,646,762
1,BSS,64,646,582
1,BSS,442,646,204
1,BSS,789,646,971
1,BSS,376,648,842
1,BSS,777,646,983
1,BSS,61,646,585
1,BSS,917,646,843
1,BSS,379,646,267
1,BSS,1026,648,378
1,BSS,747,648,99
1,BSS,356,648,822
1,BSS,744,646,1016
1,BSS,781,646,979
1,BSS,212,648,678
1,BSS,706,648,58
1,BSS,582,648,1048
1,BSS,16,648,482
1,BSS,453,648,919
1,BSS,553,646,93
1,BSS,244,648,710
1,BSS,708,646,1052
1,BSS,285,646,361
1,BSS,527,646,119
1,BSS,783,646,977
1,BSS,607,648,1073
1,BSS,1030,648,382
1,BSS,535,646,111
1,BSS,750,648,102
1,BSS,244,646,402
1,BSS,640,648,1106
1,BSS,422,646,224
1,BSS,37,648,503
1,BSS,432,648,898
1,BSS,1039,646,721
1,BSS,865,648,217
1,BSS,1067,648,419
1,BSS,975,648,327
1,BSS,30,646,616
1,BSS,90,646,556
1,BSS,961,648,313
1,BSS,726,648,78
1,BSS,638,648,1104
1,BSS,446,648,912
1,BSS,777,646,983
1,BSS,898,646,862
1,BSS,204,648,670
1,BSS,433,648,899
1,BSS,490,646,156
1,BSS,26,648,492
1,BSS,86,648,552
1,BSS,155,648,621
1,BSS,1092,646,668
1,BSS,350,648,816
1,BSS,604,646,42
1,BSS,464,646,182
1,BSS,1084,648,436
1,BSS,1056,648,408
1,BSS,904,646,856
1,BSS,634,648,1100
1,BSS,1109,648,461
1,BSS,15,648,481
1,BSS,769,648,121
1,BSS,505,646,141
1,BSS,241,648,707
1,BSS,1007,648,359
1,BSS,164,648,630
1,BSS,397,646,249
1,BSS,521,646,125
1,BSS,752,648,104
1,BSS,114,646,532
1,BSS,1069,646,691
1,BSS,392,646,254
1,BSS,48,648,514
1,BSS,570,648,1036
1,BSS,42,646,604
1,BSS,957,648,309
1,BSS,134,646,512
1,BSS,1083,648,435
1,BSS,495,646,151
1,BSS,727,648,79
1,BSS,138,646,508
1,BSS,372,646,274
1,BSS,965,646,795
1,BSS,832,646,928
1,BSS,1106,646,654
1,BSS,754,646,1006
1,BSS,60,646,586
1,BSS,55,646,591
1,BSS,1077,646,683
1,BSS,761,648,113
1,BSS,1057,646,703
1,BSS,197,646,449
1,BSS,997,648,349
1,BSS,779,646,981
1,BSS,839,648,191
1,BSS,854,648,206
1,BSS,263,648,729
1,BSS,317,646,329
1,BSS,319,648,785
1,BSS,860,646,900
1,BSS,275,648,741
1,BSS,986,646,774
1,BSS,336,646,310
1,BSS,964,646,796
1,BSS,220,648,686
1,BSS,4,646,642
1,BSS,140,648,606
1,BSS,409,648,875
1,BSS,240,648,706
1,BSS,1095,648,447
1,BSS,247,646,399
1,BSS,1047,646,713
1,BSS,153,646,493
1,BSS,515,646,131
1,BSS,441,648,907
1,BSS,638,648,1104
1,BSS,469,646,177
1,BSS,638,648,1104
1,BSS,923,648,275
1,BSS,1073,646,687
1,BSS,93,646,553
1,BSS,1078,646,682
1,BSS,178,646,468
1,BSS,934,646,826
1,BSS,288,648,754
1,BSS,4,646,642
1,BSS,742,646,1018
1,BSS,437,646,209
1,BSS,270,648,736
1,BSS,304,646,342
1,BSS,80,646,566
1,BSS,987,646,773
1,BSS,343,646,303
1,BSS,787,646,973
1,BSS,640,648,1106
1,BSS,391,648,857
1,BSS,674,646,1086
1,BSS,641,648,1107
1,BSS,721,646,1039
1,BSS,68,646,578
1,BSS,960,646,800
1,BSS,407,646,239
1,BSS,994,648,346
1,BSS,284,648,750
1,BSS,69,646,577
1,BSS,710,648,62
1,BSS,1052,646,708
1,BSS,414,646,232
1,BSS,364,646,282
1,BSS,865,648,217
1,BSS,725,646,1035
1,BSS,1002,646,758
1,BSS,205,648,671
1,BSS,108,648,574
1,BSS,425,646,221
1,BSS,733,646,1027
1,BSS,707,648,59
1,BSS,32,646,614
1,BSS,972,648,324
1,BSS,76,648,542
1,BSS,851,646,909
1,BSS,895,648,247
1,BSS,554,648,1020
1,BSS,870,646,890
1,BSS,428,648,894
1,BSS,685,646,1075
1,BSS,124,648,590
1,BSS,222,648,688
1,BSS,955,646,805
1,BSS,927,646,833
1,BSS,1069,646,691
1,BSS,400,648,866
1,BSS,766,646,994
1,BSS,167,646,479
1,BSS,827,648,179
1,BSS,704,648,56
1,BSS,103,646,543
1,BSS,247,648,713
1,BSS,667,648,19
1,BSS,596,646,50
1,BSS,1082,648,434
1,BSS,1017,646,743
1,BSS,968,648,320
1,BSS,408,646,238
1,BSS,601,646,45
1,BSS,1010,646,750
1,BSS,502,646,144
1,BSS,128,648,594
1,BSS,985,648,337
1,BSS,497,648,963
1,BSS,839,646,921
1,BSS,784,646,976
1,BSS,121,648,587
1,BSS,420,648,886
1,BSS,881,646,879
1,BSS,722,646,1038
1,BSS,491,646,155
1,BSS,116,646,530
1,BSS,573,646,73
1,BSS,1023,648,375
1,BSS,135,646,511
1,BSS,508,648,974
1,BSS,602,648,1068
1,BSS,380,648,846
1,BSS,574,646,72
1,BSS,620,648,1086
1,BSS,545,646,101
1,BSS,12,646,634
1,BSS,689,648,41
1,BSS,596,646,50
1,BSS,862,648,214
1,BSS,238,646,408
1,BSS,790,648,142
1,BSS,913,648,265
1,BSS,885,648,237
1,BSS,83,648,549
1,BSS,21,646,625
1,BSS,25,646,621
1,BSS,131,648,597
1,BSS,931,648,283
1,BSS,79,646,567
1,BSS,615,646,31
1,BSS,1026,648,378
1,BSS,20,648,486
1,BSS,464,646,182
1,BSS,282,648,748
1,BSS,394,648,860
1,BSS,1035,646,725
1,BSS,14,646,632
1,BSS,888,648,240
1,BSS,1019,646,741
1,BSS,240,648,706
1,BSS,615,648,1081
1,BSS,550,646,96
1,BSS,560,646,86
1,BSS,905,646,855
1,BSS,97,646,549
1,BSS,702,646,1058
1,BSS,124,646,522
1,BSS,974,646,786
1,BSS,960,648,312
1,BSS,385,648,851
1,BSS,712,646,1048
1,BSS,546,646,100
1,BSS,845,646,915
1,BSS,625,648,1091
1,BSS,944,646,816
1,BSS,769,646,991
1,BSS,410,648,876
1,BSS,328,646,318
1,BSS,986,646,774
1,BSS,563,646,83
1,BSS,1037,648,389
1,BSS,74,648,540
1,BSS,147,648,613
1,BSS,1066,648,418
1,BSS,192,648,658
1,BSS,314,648,780
1,BSS,363,646,283
1,BSS,281,648,747
1,BSS,375,648,841
1,BSS,39,646,607
1,BSS,672,646,1088
1,BSS,1005,646,755
1,BSS,544,646,102
1,BSS,495,646,151
1,BSS,590,648,1056
1,BSS,909,646,851
1,BSS,338,646,308
1,BSS,568,648,1034
1,BSS,71,648,537
1,BSS,414,646,232
1,BSS,131,648,597
1,BSS,790,646,970
1,BSS,825,646,935
1,BSS,201,646,445
1,BSS,336,648,802
1,BSS,664,648,16
1,BSS,257,648,723
1,BSS,476,648,942
1,BSS,430,646,216
1,BSS,42,648,508
1,BSS,223,646,423
1,BSS,449,648,915
1,BSS,772,648,124
1,BSS,65,646,581
1,BSS,917,648,269
1,BSS,696,648,48
1,BSS,223,648,689
1,BSS,626,646,20
1,BSS,79,648,545
1,BSS,327,646,319
1,BSS,688,648,40
1,BSS,284,646,362
1,BSS,1068,646,692
1,BSS,969,648,321
1,BSS,13,646,633
1,BSS,296,648,762
1,BSS,1074,648,426
1,BSS,210,646,436
1,BSS,885,648,237
1,BSS,783,646,977
1,BSS,905,646,855
1,BSS,769,646,991
1,BSS,0,646,646
1,BSS,222,648,688
1,BSS,965,646,795
1,BSS,488,648,954
1,BSS,1066,646,694
1,BSS,512,648,978
1,BSS,587,646,59
1,BSS,212,648,678
1,BSS,9,646,637
1,BSS,153,648,619
1,BSS,212,646,434
1,BSS,394,646,252
1,BSS,104,646,542
1,BSS,169,646,477
1,BSS,684,648,36
1,BSS,841,646,919
1,BSS,210,646,436
1,BSS,731,648,83
1,BSS,483,646,163
1,BSS,10,648,476
1,BSS,1010,646,750
1,BSS,448,648,914
1,BSS,638,646,8
1,BSS,404,648,870
1,BSS,105,646,541
1,BSS,920,646,840
1,BSS,877,646,883
1,BSS,358,646,288
1,BSS,82,648,548
1,BSS,521,648,987
1,BSS,799,648,151
1,BSS,519,648,985
1,BSS,1060,646,700
1,BSS,660,646,1100
1,BSS,783,646,977
1,BSS,3,646,643
1,BSS,359,648,825
1,BSS,540,646,106
1,BSS,845,646,915
1,BSS,580,648,1046
1,BSS,516,648,982
1,BSS,112,648,578
1,BSS,907,648,259
1,BSS,885,648,237
1,BSS,848,648,200
1,BSS,1042,646,718
1,BSS,506,646,140
1,BSS,764,646,996
1,BSS,184,646,462
1,BSS,798,646,962
1,BSS,46,648,512
1,BSS,66,646,580
1,BSS,337,648,803
1,BSS,718,648,70
1,BSS,825,648,177
1,BSS,755,648,107
1,BSS,567,646,79
1,BSS,426,648,892
1,BSS,888,648,240
1,BSS,1080,648,432
1,BSS,242,646,404
1,BSS,173,648,639
1,BSS,762,648,114
1,BSS,92,648,558
1,BSS,661,646,1099
1,BSS,25,648,491
1,BSS,157,646,489
1,BSS,1014,648,366
1,BSS,432,648,898
1,BSS,682,648,34
1,BSS,407,646,239
1,BSS,772,648,124
1,BSS,1038,648,390
1,BSS,231,646,415
1,BSS,232,646,414
1,BSS,814,648,166
1,BSS,1079,648,431
1,BSS,374,646,272
1,BSS,853,648,205
1,BSS,212,646,434
1,BSS,862,646,898
1,BSS,492,648,958
1,BSS,349,646,297
1,BSS,297,648,763
1,BSS,1071,646,689
1,BSS,321,648,787
1,BSS,774,646,986
1,BSS,1078,648,430
1,BSS,320,648,786
1,BSS,820,648,172
1,BSS,113,646,533
1,BSS,164,646,482
1,BSS,580,648,1046
1,BSS,131,648,597
1,BSS,310,648,776
1,BSS,1047,646,713
1,BSS,80,648,546
1,BSS,50,646,596
1,BSS,608,648,1074
1,BSS,218,648,684
1,BSS,231,648,697
1,BSS,734,648,86
1,BSS,473,646,173
1,BSS,715,648,67
1,BSS,489,646,157
1,BSS,20,646,626
1,BSS,87,646,559
1,BSS,195,646,451
1,BSS,880,646,880
1,BSS,293,646,353
1,BSS,61,646,585
1,BSS,190,646,456
1,BSS,291,646,355
1,BSS,401,646,245
1,BSS,1072,648,424
1,BSS,65,648,531
1,BSS,1077,648,429
1,BSS,876,648,228
1,BSS,832,646,928
1,BSS,248,646,398
1,BSS,635,648,1101
1,BSS,798,646,962
1,BSS,713,646,1047
1,BSS,348,646,298
1,BSS,190,646,456
1,BSS,52,646,594
1,BSS,1055,646,705
1,BSS,930,646,830
1,BSS,752,646,1008
1,BSS,975,648,327
1,BSS,105,646,541
1,BSS,1111,648,463
1,BSS,128,648,594
1,BSS,356,648,822
1,BSS,317,648,783
1,BSS,342,646,304
1,BSS,249,648,715
1,BSS,246,648,712
1,BSS,699,648,51
1,BSS,649,648,1
1,BSS,619,646,27
1,BSS,109,646,537
1,BSS,258,646,388
1,BSS,642,646,4
1,BSS,1093,648,445
1,BSS,734,648,86
1,BSS,556,648,1022
1,BSS,696,648,48
1,BSS,542,646,104
1,BSS,1028,648,380
1,BSS,213,646,433
1,BSS,654,646,1106
1,BSS,213,646,433
1,BSS,1095,646,665
1,BSS,373,648,839
1,BSS,359,646,287
1,BSS,0,646,646
1,BSS,1033,646,727
1,BSS,233,646,413
1,BSS,685,648,37
1,BSS,417,648,883
1,BSS,583,646,63
1,BSS,200,648,666
1,BSS,514,646,132
1,BSS,108,646,538
1,BSS,939,648,291
1,BSS,333,646,313
1,BSS,598,648,1064
1,BSS,786,648,138
1,BSS,57,646,589
1,BSS,371,648,837
1,BSS,440,646,206
1,BSS,1071,646,689
1,BSS,742,646,1018
1,BSS,468,646,178
1,BSS,1026,646,734
1,BSS,968,648,320
1,BSS,107,646,539
1,BSS,346,646,300
1,BSS,142,646,504
1,BSS,638,646,8
1,BSS,255,646,391
1,BSS,948,646,812
1,BSS,71,648,537
1,BSS,392,648,858
1,BSS,407,646,239
1,BSS,243,646,403
1,BSS,25,648,491
1,BSS,755,648,107
1,BSS,356,646,290
1,BSS,837,648,189
1,BSS,29,648,495
1,BSS,1058,648,410
1,BSS,1096,646,664
1,BSS,937,648,289
1,BSS,1050,648,402
1,BSS,872,646,888
1,BSS,1026,648,378
1,BSS,915,648,267
1,BSS,785,648,137
1,BSS,10,648,476
1,BSS,177,648,643
1,BSS,924,646,836
1,BSS,400,646,246
1,BSS,397,648,863
1,BSS,163,648,629
1,BSS,438,648,904
1,BSS,1106,648,458
1,BSS,607,648,1073
1,BSS,507,648,973
1,BSS,674,648,26
1,BSS,69,648,535
1,BSS,183,648,649
1,BSS,785,646,975
1,BSS,958,648,310
1,BSS,1003,648,355
1,BSS,971,648,323
1,BSS,465,648,931
1,BSS,603,648,1069
1,BSS,614,646,32
1,BSS,842,646,918
1,BSS,554,648,1020
1,BSS,641,646,5
1,BSS,328,648,794
1,BSS,670,648,22
1,BSS,922,648,274
1,BSS,410,646,236
1,BSS,797,648,149
1,BSS,565,646,81
1,BSS,836,646,924
1,BSS,44,648,510
1,BSS,144,648,610
1,BSS,627,646,19
1,BSS,395,648,861
1,BSS,468,646,178
1,BSS,278,646,368
1,BSS,871,648,223
1,BSS,739,646,1021
1,BSS,229,646,417
1,BSS,868,648,220
1,BSS,683,648,35
1,BSS,546,646,100
1,BSS,664,648,16
1,BSS,789,648,141
1,BSS,981,648,333
1,BSS,419,646,227
1,BSS,268,648,734
1,BSS,983,646,777
1,BSS,319,646,327
1,BSS,978,646,782
1,BSS,281,648,747
1,BSS,619,648,1085
1,BSS,1019,648,371
1,BSS,937,648,289
1,BSS,560,648,1026
1,BSS,316,646,330
1,BSS,1058,646,702
1,BSS,351,648,817
1,BSS,959,648,311
1,BSS,358,646,288
1,BSS,348,646,298
1,BSS,343,646,303
1,BSS,204,646,442
1,BSS,799,646,961
1,BSS,994,646,766
1,BSS,844,646,916
1,BSS,889,646,871
1,BSS,1089,648,441
1,BSS,934,646,826
1,BSS,275,648,741
1,BSS,391,648,857
1,BSS,1093,646,667
1,BSS,1081,648,433
1,BSS,531,646,115
1,BSS,440,648,906
1,BSS,691,648,43
1,BSS,862,648,214
1,BSS,769,646,991
1,BSS,770,648,122
1,BSS,103,648,569
1,BSS,987,646,773
1,BSS,262,648,728
1,BSS,753,648,105
1,BSS,316,646,330
1,BSS,355,646,291
1,BSS,276,648,742
1,BSS,1064,646,696
1,BSS,459,648,925
1,BSS,1110,646,650
1,BSS,200,648,666
1,BSS,877,648,229
1,BSS,404,648,870
1,BSS,984,646,776
1,BSS,419,646,227
1,BSS,398,648,864
1,BSS,347,648,813
1,BSS,364,646,282
1,BSS,917,646,843
1,BSS,11,648,477
1,BSS,667,646,1093
1,BSS,129,646,517
1,BSS,488,646,158
1,BSS,992,646,768
1,BSS,385,646,261
1,BSS,12,646,634
1,BSS,622,648,1088
1,BSS,1021,648,373
1,BSS,7,648,473
1,BSS,682,648,34
1,BSS,70,648,536
1,BSS,575,648,1041
1,BSS,341,646,305
1,BSS,363,648,829
1,BSS,914,646,846
1,BSS,569,648,1035
1,BSS,945,646,815
1,BSS,346,646,300
1,BSS,1028,646,732
1,BSS,772,648,124
1,BSS,168,648,634
1,BSS,910,646,850
1,BSS,1069,646,691
1,BSS,585,646,61
1,BSS,483,648,949
1,BSS,539,648,1005
1,BSS,347,646,299
1,BSS,489,648,955
1,BSS,1080,646,680
1,BSS,837,648,189
1,BSS,215,648,681
1,BSS,979,646,781
1,BSS,845,648,197
1,BSS,1058,648,410
1,BSS,376,648,842
1,BSS,949,646,811
1,BSS,750,648,102
1,BSS,85,646,561
1,BSS,837,646,923
1,BSS,480,648,946
1,BSS,809,646,951
1,BSS,243,646,403
1,BSS,571,646,75
1,BSS,15,648,481
1,BSS,76,646,570
1,BSS,247,648,713
1,BSS,101,648,567
1,BSS,693,648,45
1,BSS,217,648,683
1,BSS,94,648,560
1,BSS,137,646,509
1,BSS,1083,646,677
1,BSS,336,646,310
1,BSS,887,646,873
1,BSS,502,646,144
1,BSS,610,646,36
1,BSS,321,646,325
1,BSS,540,648,1006
1,BSS,1082,646,678
1,BSS,814,648,166
1,BSS,133,648,599
1,BSS,643,648,1109
1,BSS,287,648,753
1,BSS,795,648,147
1,BSS,163,646,483
1,BSS,536,648,1002
1,BSS,668,646,1092
