Runs,Strategy,Start_frame,End_frame,Total_frames
5,BSS,43,646,603
5,BSS,1091,646,669
5,BSS,453,646,193
5,BSS,50,646,596
5,BSS,142,648,608
5,BSS,270,646,376
5,BSS,91,648,557
5,BSS,258,648,724
5,BSS,831,648,183
5,BSS,947,646,813
5,BSS,75,646,571
5,BSS,793,646,967
5,BSS,511,646,135
5,BSS,504,648,970
5,BSS,420,648,886
5,BSS,896,648,248
5,BSS,260,648,726
5,BSS,152,648,618
5,BSS,796,648,148
5,BSS,373,648,839
5,BSS,831,646,929
5,BSS,977,648,329
5,BSS,322,648,788
5,BSS,247,646,399
5,BSS,129,648,595
5,BSS,464,648,930
5,BSS,455,648,921
5,BSS,42,646,604
5,BSS,408,646,238
5,BSS,166,646,480
5,BSS,860,648,212
5,BSS,797,646,963
5,BSS,283,648,749
5,BSS,271,648,737
5,BSS,518,646,128
5,BSS,1036,646,724
5,BSS,721,646,1039
5,BSS,299,648,765
5,BSS,63,648,529
5,BSS,613,648,1079
5,BSS,415,648,881
5,BSS,707,646,1053
5,BSS,987,648,339
5,BSS,417,646,229
5,BSS,1089,646,671
5,BSS,534,646,112
5,BSS,210,646,436
5,BSS,278,648,744
5,BSS,1024,646,736
5,BSS,198,648,664
5,BSS,842,646,918
5,BSS,141,646,505
5,BSS,107,646,539
5,BSS,781,646,979
5,BSS,60,646,586
5,BSS,342,646,304
5,BSS,462,646,184
5,BSS,1053,646,707
5,BSS,885,648,237
5,BSS,693,648,45
5,BSS,257,648,723
5,BSS,387,646,259
5,BSS,940,648,292
5,BSS,221,646,425
5,BSS,499,646,147
5,BSS,655,646,1105
5,BSS,530,648,996
5,BSS,1016,648,368
5,BSS,135,646,511
5,BSS,526,648,992
5,BSS,292,646,354
5,BSS,185,646,461
5,BSS,170,646,476
5,BSS,143,648,609
5,BSS,985,648,337
5,BSS,1091,646,669
5,BSS,404,648,870
5,BSS,494,646,152
5,BSS,786,646,974
5,BSS,966,648,318
5,BSS,221,646,425
5,BSS,1083,648,435
5,BSS,424,646,222
5,BSS,1100,648,452
5,BSS,975,646,785
5,BSS,693,646,1067
5,BSS,300,646,346
5,BSS,1029,648,381
5,BSS,596,646,50
5,BSS,575,648,1041
5,BSS,814,648,166
5,BSS,242,646,404
5,BSS,1104,648,456
5,BSS,892,646,868
5,BSS,15,648,481
5,BSS,474,648,940
5,BSS,271,646,375
5,BSS,637,646,9
5,BSS,1037,648,389
5,BSS,102,646,544
5,BSS,633,648,1099
5,BSS,640,646,6
5,BSS,988,646,772
5,BSS,620,648,1086
5,BSS,147,648,613
5,BSS,820,646,940
5,BSS,410,646,236
5,BSS,480,648,946
5,BSS,730,648,82
5,BSS,452,648,918
5,BSS,354,648,820
5,BSS,121,646,525
5,BSS,343,646,303
5,BSS,782,648,134
5,BSS,818,646,942
5,BSS,239,648,705
5,BSS,248,648,714
5,BSS,81,648,547
5,BSS,181,648,647
5,BSS,347,648,813
5,BSS,942,648,294
5,BSS,677,648,29
5,BSS,245,646,401
5,BSS,903,648,255
5,BSS,71,646,575
5,BSS,922,646,838
5,BSS,948,646,812
5,BSS,5,646,641
5,BSS,857,648,209
5,BSS,514,646,132
5,BSS,327,648,793
5,BSS,537,646,109
5,BSS,129,648,595
5,BSS,857,648,209
5,BSS,678,646,1082
5,BSS,275,646,371
5,BSS,120,648,586
5,BSS,989,648,341
5,BSS,309,646,337
5,BSS,157,646,489
5,BSS,984,648,336
5,BSS,370,648,836
5,BSS,782,648,134
5,BSS,206,646,440
5,BSS,797,646,963
5,BSS,1091,648,443
5,BSS,318,648,784
5,BSS,355,646,291
5,BSS,898,648,250
5,BSS,699,648,51
5,BSS,263,648,729
5,BSS,757,646,1003
5,BSS,893,648,245
5,BSS,630,646,16
5,BSS,280,646,366
5,BSS,143,648,609
5,BSS,728,648,80
5,BSS,195,648,661
5,BSS,628,646,18
5,BSS,779,648,131
5,BSS,364,648,830
5,BSS,29,646,617
5,BSS,764,646,996
5,BSS,200,646,446
5,BSS,837,646,923
5,BSS,632,646,14
5,BSS,802,646,958
5,BSS,321,646,325
5,BSS,27,646,619
5,BSS,517,646,129
5,BSS,847,648,199
5,BSS,58,648,524
5,BSS,820,648,172
5,BSS,984,648,336
5,BSS,606,648,1072
5,BSS,673,646,1087
5,BSS,993,648,345
5,BSS,942,646,818
5,BSS,695,648,47
5,BSS,99,646,547
5,BSS,556,648,1022
5,BSS,33,646,613
5,BSS,827,646,933
5,BSS,330,646,316
5,BSS,1018,646,742
5,BSS,633,646,13
5,BSS,189,648,655
5,BSS,515,648,981
5,BSS,767,648,119
5,BSS,636,648,1102
5,BSS,476,648,942
5,BSS,439,646,207
5,BSS,598,648,1064
5,BSS,376,648,842
5,BSS,837,646,923
5,BSS,314,646,332
5,BSS,1036,648,388
5,BSS,1072,648,424
5,BSS,916,648,268
5,BSS,452,646,194
5,BSS,814,648,166
5,BSS,214,648,680
5,BSS,339,646,307
5,BSS,476,648,942
5,BSS,977,648,329
5,BSS,567,646,79
5,BSS,366,646,280
5,BSS,775,646,985
5,BSS,804,648,156
5,BSS,1034,648,386
5,BSS,882,646,878
5,BSS,34,648,500
5,BSS,669,646,1091
5,BSS,331,648,797
5,BSS,338,648,804
5,BSS,667,648,19
5,BSS,9,646,637
5,BSS,632,646,14
5,BSS,306,648,772
5,BSS,894,646,866
5,BSS,1095,646,665
5,BSS,786,648,138
5,BSS,411,646,235
5,BSS,249,646,397
5,BSS,973,648,325
5,BSS,702,646,1058
5,BSS,660,646,1100
5,BSS,21,646,625
5,BSS,1067,648,419
5,BSS,543,648,1009
5,BSS,733,646,1027
5,BSS,297,646,349
5,BSS,784,648,136
5,BSS,233,648,699
5,BSS,822,646,938
5,BSS,406,648,872
5,BSS,39,648,505
5,BSS,565,648,1031
5,BSS,56,646,590
5,BSS,553,646,93
5,BSS,697,646,1063
5,BSS,92,646,554
5,BSS,243,646,403
5,BSS,960,648,312
5,BSS,398,646,248
5,BSS,1075,648,427
5,BSS,586,646,60
5,BSS,793,646,967
5,BSS,272,648,738
5,BSS,31,646,615
5,BSS,793,646,967
5,BSS,295,646,351
5,BSS,182,646,464
5,BSS,886,646,874
5,BSS,785,646,975
5,BSS,803,648,155
5,BSS,1039,646,721
5,BSS,473,646,173
5,BSS,854,646,906
5,BSS,623,646,23
5,BSS,858,646,902
5,BSS,958,646,802
5,BSS,1067,646,693
5,BSS,29,648,495
5,BSS,619,646,27
5,BSS,1071,648,423
5,BSS,907,648,259
5,BSS,555,648,1021
5,BSS,675,648,27
5,BSS,815,648,167
5,BSS,879,646,881
5,BSS,878,648,230
5,BSS,253,648,719
5,BSS,722,646,1038
5,BSS,625,648,1091
5,BSS,949,648,301
5,BSS,296,648,762
5,BSS,213,646,433
5,BSS,366,648,832
5,BSS,260,646,386
5,BSS,285,648,751
5,BSS,1045,648,397
5,BSS,7,648,473
5,BSS,1034,646,726
5,BSS,1013,646,747
5,BSS,1011,648,363
5,BSS,346,646,300
5,BSS,937,646,823
5,BSS,143,646,503
5,BSS,443,648,909
5,BSS,997,648,349
5,BSS,1100,648,452
5,BSS,54,648,520
5,BSS,527,648,993
5,BSS,684,646,1076
5,BSS,796,648,148
5,BSS,48,646,598
5,BSS,150,646,496
5,BSS,593,646,53
5,BSS,920,648,272
5,BSS,627,646,19
5,BSS,375,646,271
5,BSS,499,648,965
5,BSS,463,648,929
5,BSS,428,648,894
5,BSS,622,648,1088
5,BSS,1109,646,651
5,BSS,321,646,325
5,BSS,30,648,496
5,BSS,705,648,57
5,BSS,710,648,62
5,BSS,217,648,683
5,BSS,970,646,790
5,BSS,399,648,865
5,BSS,947,648,299
5,BSS,926,648,278
5,BSS,685,648,37
5,BSS,389,646,257
5,BSS,1110,646,650
5,BSS,239,648,705
5,BSS,139,646,507
5,BSS,697,646,1063
5,BSS,989,646,771
5,BSS,993,648,345
5,BSS,712,648,64
5,BSS,487,648,953
5,BSS,737,648,89
5,BSS,931,648,283
5,BSS,147,648,613
5,BSS,953,648,305
5,BSS,261,646,385
5,BSS,441,648,907
5,BSS,759,648,111
5,BSS,105,646,541
5,BSS,863,646,897
5,BSS,455,648,921
5,BSS,691,648,43
5,BSS,427,646,219
5,BSS,193,648,659
5,BSS,899,648,251
5,BSS,631,648,1097
5,BSS,434,648,900
5,BSS,920,648,272
5,BSS,127,646,519
5,BSS,439,646,207
5,BSS,204,646,442
5,BSS,20,648,486
5,BSS,950,646,810
5,BSS,956,648,308
5,BSS,825,646,935
5,BSS,860,648,212
5,BSS,27,646,619
5,BSS,29,646,617
5,BSS,197,646,449
5,BSS,998,646,762
5,BSS,29,648,495
5,BSS,944,648,296
5,BSS,568,648,1034
5,BSS,1041,646,719
5,BSS,598,648,1064
5,BSS,179,646,467
5,BSS,940,646,820
5,BSS,415,648,881
5,BSS,99,648,565
5,BSS,207,646,439
5,BSS,490,648,956
5,BSS,533,646,113
5,BSS,350,646,296
5,BSS,1036,646,724
5,BSS,389,648,855
5,BSS,622,648,1088
5,BSS,1072,648,424
5,BSS,375,648,841
5,BSS,35,646,611
5,BSS,356,646,290
5,BSS,1102,648,454
5,BSS,562,648,1028
5,BSS,10,648,476
5,BSS,785,646,975
5,BSS,653,648,5
5,BSS,294,648,760
5,BSS,630,648,1096
5,BSS,278,648,744
5,BSS,243,646,403
5,BSS,298,646,348
5,BSS,141,646,505
5,BSS,845,646,915
5,BSS,5,646,641
5,BSS,165,648,631
5,BSS,1035,646,725
5,BSS,686,646,1074
5,BSS,319,646,327
5,BSS,533,648,999
5,BSS,68,648,534
5,BSS,1086,646,674
5,BSS,482,648,948
5,BSS,322,646,324
5,BSS,1023,646,737
5,BSS,590,648,1056
5,BSS,365,648,831
5,BSS,1068,646,692
5,BSS,870,646,890
5,BSS,736,648,88
5,BSS,341,648,807
5,BSS,332,646,314
5,BSS,998,646,762
5,BSS,586,648,1052
5,BSS,407,648,873
5,BSS,1097,648,449
5,BSS,40,646,606
5,BSS,598,648,1064
5,BSS,713,646,1047
5,BSS,180,646,466
5,BSS,85,648,551
5,BSS,718,648,70
5,BSS,5,646,641
5,BSS,40,646,606
5,BSS,1051,648,403
5,BSS,151,646,495
5,BSS,45,646,601
5,BSS,350,646,296
5,BSS,190,648,656
5,BSS,343,646,303
5,BSS,981,648,333
5,BSS,247,646,399
5,BSS,485,648,951
5,BSS,411,646,235
5,BSS,331,646,315
5,BSS,610,646,36
5,BSS,340,648,806
5,BSS,1099,648,451
5,BSS,968,646,792
5,BSS,730,648,82
5,BSS,651,648,3
5,BSS,251,648,717
5,BSS,1065,648,417
5,BSS,896,646,864
5,BSS,60,646,586
5,BSS,645,648,1111
5,BSS,571,648,1037
5,BSS,996,646,764
5,BSS,46,646,600
5,BSS,677,648,29
5,BSS,736,648,88
5,BSS,993,648,345
5,BSS,1005,646,755
5,BSS,119,646,527
5,BSS,41,648,507
5,BSS,593,646,53
5,BSS,851,646,909
5,BSS,1082,646,678
5,BSS,1090,648,442
5,BSS,34,648,500
5,BSS,603,646,43
5,BSS,919,648,271
5,BSS,360,646,286
5,BSS,64,648,530
5,BSS,95,646,551
5,BSS,755,646,1005
5,BSS,1062,646,698
5,BSS,972,648,324
5,BSS,10,646,636
5,BSS,34,646,612
5,BSS,620,648,1086
5,BSS,783,648,135
5,BSS,831,646,929
5,BSS,435,646,211
5,BSS,1109,648,461
5,BSS,427,648,893
5,BSS,754,646,1006
5,BSS,192,648,658
5,BSS,1049,648,401
5,BSS,872,646,888
5,BSS,1031,648,383
5,BSS,717,648,69
5,BSS,737,646,1023
5,BSS,179,646,467
5,BSS,525,648,991
5,BSS,889,646,871
5,BSS,336,648,802
5,BSS,189,648,655
5,BSS,759,646,1001
5,BSS,732,648,84
5,BSS,652,648,4
5,BSS,538,646,108
5,BSS,515,646,131
5,BSS,673,646,1087
5,BSS,15,648,481
5,BSS,146,646,500
5,BSS,850,646,910
5,BSS,1104,648,456
5,BSS,35,646,611
5,BSS,181,648,647
5,BSS,670,648,22
5,BSS,873,646,887
5,BSS,187,648,653
5,BSS,549,648,1015
5,BSS,320,646,326
5,BSS,1005,646,755
5,BSS,399,646,247
5,BSS,581,646,65
5,BSS,237,646,409
5,BSS,885,646,875
5,BSS,287,648,753
5,BSS,25,646,621
5,BSS,178,648,644
5,BSS,661,646,1099
5,BSS,187,646,459
5,BSS,772,648,124
5,BSS,124,646,522
5,BSS,805,646,955
5,BSS,767,646,993
5,BSS,980,648,332
5,BSS,673,646,1087
5,BSS,929,646,831
5,BSS,857,646,903
5,BSS,248,646,398
5,BSS,454,648,920
5,BSS,345,646,301
5,BSS,270,646,376
5,BSS,340,648,806
5,BSS,1096,648,448
5,BSS,180,648,646
5,BSS,654,646,1106
5,BSS,26,648,492
5,BSS,331,646,315
5,BSS,204,646,442
5,BSS,250,646,396
5,BSS,762,648,114
5,BSS,970,648,322
5,BSS,740,646,1020
5,BSS,1014,648,366
5,BSS,904,646,856
5,BSS,813,646,947
5,BSS,220,646,426
5,BSS,100,648,566
5,BSS,44,648,510
5,BSS,772,646,988
5,BSS,1049,646,711
5,BSS,109,648,575
5,BSS,363,646,283
5,BSS,146,648,612
5,BSS,59,646,587
5,BSS,601,646,45
5,BSS,1067,646,693
5,BSS,706,648,58
5,BSS,777,648,129
5,BSS,728,648,80
5,BSS,419,648,885
5,BSS,137,646,509
5,BSS,585,648,1051
5,BSS,335,646,311
5,BSS,559,648,1025
5,BSS,539,648,1005
5,BSS,42,648,508
5,BSS,640,646,6
5,BSS,687,646,1073
5,BSS,368,648,834
5,BSS,185,648,651
5,BSS,597,648,1063
5,BSS,621,646,25
5,BSS,544,646,102
5,BSS,1082,648,434
5,BSS,787,648,139
5,BSS,285,648,751
5,BSS,586,646,60
5,BSS,996,648,348
5,BSS,364,648,830
5,BSS,791,646,969
5,BSS,776,646,984
5,BSS,721,646,1039
5,BSS,58,648,524
5,BSS,794,648,146
5,BSS,1090,646,670
5,BSS,433,646,213
5,BSS,912,648,264
5,BSS,374,646,272
5,BSS,122,648,588
5,BSS,8,648,474
5,BSS,760,648,112
5,BSS,860,646,900
5,BSS,693,648,45
5,BSS,242,648,708
5,BSS,53,648,519
5,BSS,621,648,1087
5,BSS,1101,646,659
5,BSS,563,646,83
5,BSS,342,646,304
5,BSS,818,648,170
5,BSS,753,646,1007
5,BSS,887,648,239
5,BSS,427,648,893
5,BSS,689,646,1071
5,BSS,289,648,755
5,BSS,732,646,1028
5,BSS,319,648,785
5,BSS,355,646,291
5,BSS,650,648,2
5,BSS,637,648,1103
5,BSS,477,648,943
5,BSS,728,646,1032
5,BSS,633,648,1099
5,BSS,879,646,881
5,BSS,401,648,867
5,BSS,496,646,150
5,BSS,572,648,1038
5,BSS,426,646,220
5,BSS,603,646,43
5,BSS,1018,648,370
5,BSS,845,646,915
5,BSS,990,648,342
5,BSS,196,648,662
5,BSS,1077,648,429
5,BSS,834,648,186
5,BSS,391,648,857
5,BSS,281,648,747
5,BSS,708,648,60
5,BSS,173,648,639
5,BSS,169,648,635
5,BSS,483,646,163
5,BSS,508,648,974
5,BSS,25,648,491
5,BSS,807,648,159
5,BSS,725,648,77
5,BSS,154,646,492
5,BSS,852,648,204
5,BSS,355,648,821
5,BSS,168,646,478
5,BSS,483,646,163
5,BSS,83,646,563
5,BSS,503,648,969
5,BSS,705,646,1055
5,BSS,313,646,333
5,BSS,179,648,645
5,BSS,161,646,485
5,BSS,886,648,238
5,BSS,392,646,254
5,BSS,87,648,553
5,BSS,274,646,372
5,BSS,491,648,957
5,BSS,276,648,742
5,BSS,133,646,513
5,BSS,771,646,989
5,BSS,1011,648,363
5,BSS,983,648,335
5,BSS,312,646,334
5,BSS,1055,646,705
5,BSS,966,648,318
5,BSS,590,648,1056
5,BSS,712,648,64
5,BSS,512,646,134
5,BSS,950,646,810
5,BSS,929,646,831
5,BSS,280,648,746
5,BSS,961,646,799
5,BSS,974,648,326
5,BSS,567,648,1033
5,BSS,605,646,41
5,BSS,485,648,951
5,BSS,1097,646,663
5,BSS,528,646,118
5,BSS,24,648,490
5,BSS,633,646,13
5,BSS,678,648,30
5,BSS,392,648,858
5,BSS,475,648,941
5,BSS,1102,646,658
5,BSS,639,646,7
5,BSS,840,648,192
5,BSS,472,648,938
5,BSS,494,648,960
5,BSS,378,646,268
5,BSS,1034,646,726
5,BSS,701,648,53
5,BSS,965,646,795
5,BSS,855,646,905
5,BSS,658,648,10
5,BSS,313,646,333
5,BSS,205,648,671
5,BSS,439,646,207
5,BSS,473,648,939
5,BSS,305,646,341
5,BSS,416,646,230
5,BSS,562,648,1028
5,BSS,965,646,795
5,BSS,463,646,183
5,BSS,96,648,562
5,BSS,162,646,484
5,BSS,1056,646,704
5,BSS,2,648,468
5,BSS,251,646,395
5,BSS,663,646,1097
5,BSS,649,648,1
5,BSS,448,648,914
5,BSS,610,646,36
5,BSS,625,648,1091
5,BSS,716,646,1044
5,BSS,1005,646,755
5,BSS,602,646,44
5,BSS,1058,648,410
5,BSS,619,646,27
5,BSS,214,646,432
5,BSS,688,646,1072
5,BSS,496,648,962
5,BSS,710,646,1050
5,BSS,135,648,601
5,BSS,592,648,1058
5,BSS,341,648,807
5,BSS,763,646,997
5,BSS,784,648,136
5,BSS,286,646,360
5,BSS,1049,648,401
5,BSS,1092,646,668
5,BSS,579,646,67
5,BSS,366,646,280
5,BSS,1100,648,452
5,BSS,353,648,819
5,BSS,538,646,108
5,BSS,720,646,1040
5,BSS,227,646,419
5,BSS,372,648,838
5,BSS,75,646,571
5,BSS,72,648,538
5,BSS,462,646,184
5,BSS,531,646,115
5,BSS,1099,646,661
5,BSS,999,648,351
5,BSS,913,646,847
5,BSS,779,648,131
5,BSS,1048,648,400
5,BSS,535,648,1001
5,BSS,246,646,400
5,BSS,461,646,185
5,BSS,717,646,1043
5,BSS,240,646,406
5,BSS,878,646,882
5,BSS,861,648,213
5,BSS,1049,646,711
5,BSS,340,646,306
5,BSS,617,648,1083
5,BSS,748,646,1012
5,BSS,79,646,567
5,BSS,466,648,932
5,BSS,1075,646,685
5,BSS,417,646,229
5,BSS,388,646,258
5,BSS,177,646,469
5,BSS,431,646,215
5,BSS,462,648,928
5,BSS,1090,646,670
5,BSS,389,648,855
5,BSS,265,646,381
5,BSS,713,648,65
5,BSS,1090,646,670
5,BSS,210,646,436
5,BSS,946,648,298
5,BSS,335,648,801
5,BSS,756,646,1004
5,BSS,583,648,1049
5,BSS,196,648,662
5,BSS,773,646,987
5,BSS,120,646,526
5,BSS,991,648,343
5,BSS,833,648,185
5,BSS,966,646,794
5,BSS,189,648,655
5,BSS,928,648,280
5,BSS,381,648,847
5,BSS,319,648,785
5,BSS,659,648,11
5,BSS,583,648,1049
5,BSS,704,646,1056
5,BSS,429,648,895
5,BSS,193,646,453
5,BSS,268,646,378
5,BSS,457,646,189
5,BSS,939,648,291
5,BSS,514,648,980
5,BSS,1047,648,399
5,BSS,42,646,604
5,BSS,652,646,1108
5,BSS,404,648,870
5,BSS,612,648,1078
5,BSS,204,646,442
5,BSS,953,648,305
5,BSS,1103,648,455
5,BSS,26,648,492
5,BSS,1081,648,433
5,BSS,213,646,433
5,BSS,108,648,574
5,BSS,793,648,145
5,BSS,572,648,1038
5,BSS,181,648,647
5,BSS,725,646,1035
5,BSS,365,648,831
5,BSS,498,646,148
5,BSS,128,648,594
5,BSS,800,648,152
5,BSS,767,648,119
5,BSS,1031,648,383
5,BSS,909,648,261
5,BSS,437,648,903
5,BSS,542,648,1008
5,BSS,106,648,572
5,BSS,496,648,962
5,BSS,502,646,144
5,BSS,146,648,612
5,BSS,615,646,31
5,BSS,461,646,185
5,BSS,446,648,912
5,BSS,254,646,392
5,BSS,584,646,62
5,BSS,461,646,185
5,BSS,1057,648,409
5,BSS,499,646,147
5,BSS,297,648,763
5,BSS,218,646,428
5,BSS,686,646,1074
5,BSS,1082,646,678
5,BSS,308,648,774
5,BSS,307,646,339
5,BSS,118,646,528
5,BSS,152,648,618
5,BSS,989,646,771
5,BSS,1009,646,751
5,BSS,340,646,306
5,BSS,496,646,150
5,BSS,439,648,905
5,BSS,1047,648,399
5,BSS,93,648,559
5,BSS,270,646,376
5,BSS,183,648,649
5,BSS,689,648,41
5,BSS,813,646,947
5,BSS,386,646,260
5,BSS,149,648,615
5,BSS,354,646,292
5,BSS,79,646,567
5,BSS,532,648,998
5,BSS,511,648,977
5,BSS,792,648,144
5,BSS,1078,648,430
5,BSS,425,646,221
5,BSS,262,646,384
5,BSS,963,648,315
5,BSS,94,648,560
5,BSS,889,648,241
5,BSS,785,648,137
5,BSS,710,648,62
5,BSS,623,646,23
5,BSS,82,648,548
5,BSS,678,648,30
5,BSS,789,648,141
5,BSS,862,648,214
5,BSS,656,646,1104
5,BSS,88,646,558
5,BSS,531,648,997
5,BSS,885,646,875
5,BSS,395,648,861
5,BSS,691,646,1069
5,BSS,1070,648,422
5,BSS,558,646,88
5,BSS,1008,648,360
5,BSS,827,648,179
5,BSS,522,648,988
5,BSS,725,648,77
5,BSS,992,646,768
5,BSS,324,648,790
5,BSS,198,646,448
5,BSS,384,648,850
5,BSS,91,646,555
5,BSS,602,646,44
5,BSS,765,646,995
5,BSS,273,648,739
5,BSS,540,646,106
5,BSS,1105,646,655
5,BSS,259,648,725
5,BSS,763,648,115
5,BSS,421,646,225
5,BSS,88,648,554
5,BSS,344,648,810
5,BSS,965,646,795
5,BSS,139,648,605
5,BSS,25,648,491
5,BSS,883,648,235
5,BSS,400,646,246
5,BSS,589,648,1055
5,BSS,545,648,1011
5,BSS,161,648,627
5,BSS,777,648,129
5,BSS,997,646,763
5,BSS,731,646,1029
5,BSS,296,646,350
5,BSS,15,646,631
5,BSS,225,646,421
5,BSS,318,646,328
5,BSS,66,646,580
5,BSS,265,646,381
5,BSS,907,646,853
5,BSS,306,646,340
5,BSS,446,648,912
5,BSS,812,648,164
5,BSS,99,648,565
5,BSS,45,646,601
5,BSS,637,646,9
5,BSS,462,646,184
5,BSS,90,648,556
5,BSS,791,648,143
5,BSS,363,648,829
5,BSS,1019,648,371
5,BSS,106,646,540
5,BSS,558,648,1024
5,BSS,371,646,275
5,BSS,459,646,187
5,BSS,743,646,1017
5,BSS,304,646,342
5,BSS,1113,648,465
5,BSS,100,646,546
5,BSS,54,648,520
5,BSS,534,648,1000
5,BSS,666,646,1094
5,BSS,204,648,670
5,BSS,312,646,334
5,BSS,943,646,817
5,BSS,130,646,516
5,BSS,893,648,245
5,BSS,156,648,622
5,BSS,884,646,876
5,BSS,703,646,1057
5,BSS,983,648,335
5,BSS,667,648,19
5,BSS,615,648,1081
5,BSS,454,646,192
5,BSS,960,648,312
5,BSS,433,648,899
5,BSS,169,646,477
5,BSS,83,646,563
5,BSS,409,646,237
5,BSS,416,648,882
5,BSS,484,646,162
5,BSS,607,648,1073
5,BSS,736,648,88
5,BSS,689,646,1071
5,BSS,606,646,40
5,BSS,307,646,339
5,BSS,119,648,585
5,BSS,911,646,849
5,BSS,861,646,899
5,BSS,576,648,1042
5,BSS,597,646,49
5,BSS,408,648,874
5,BSS,965,646,795
5,BSS,11,646,635
5,BSS,478,648,944
5,BSS,290,646,356
