Runs,Strategy,Start_frame,End_frame,Total_frames
4,BSS,574,646,72
4,BSS,681,648,33
4,BSS,318,648,784
4,BSS,488,648,954
4,BSS,576,648,1042
4,BSS,1041,648,393
4,BSS,65,646,581
4,BSS,185,646,461
4,BSS,437,648,903
4,BSS,653,648,5
4,BSS,299,646,347
4,BSS,309,646,337
4,BSS,946,648,298
4,BSS,4,646,642
4,BSS,979,648,331
4,BSS,1022,648,374
4,BSS,309,648,775
4,BSS,213,648,679
4,BSS,303,648,769
4,BSS,604,648,1070
4,BSS,1076,648,428
4,BSS,167,646,479
4,BSS,734,648,86
4,BSS,1042,646,718
4,BSS,920,646,840
4,BSS,385,648,851
4,BSS,184,646,462
4,BSS,227,648,693
4,BSS,963,648,315
4,BSS,392,646,254
4,BSS,186,646,460
4,BSS,507,646,139
4,BSS,621,646,25
4,BSS,536,646,110
4,BSS,568,648,1034
4,BSS,924,648,276
4,BSS,724,648,76
4,BSS,1103,646,657
4,BSS,511,648,977
4,BSS,599,646,47
4,BSS,1009,648,361
4,BSS,123,648,589
4,BSS,761,648,113
4,BSS,1003,646,757
4,BSS,525,646,121
4,BSS,1076,646,684
4,BSS,279,646,367
4,BSS,1112,646,648
4,BSS,180,646,466
4,BSS,760,646,1000
4,BSS,494,646,152
4,BSS,289,646,357
4,BSS,259,648,725
4,BSS,458,648,924
4,BSS,690,648,42
4,BSS,368,646,278
4,BSS,462,648,928
4,BSS,340,646,306
4,BSS,18,646,628
4,BSS,2,646,644
4,BSS,310,648,776
4,BSS,955,648,307
4,BSS,522,646,124
4,BSS,689,646,1071
4,BSS,112,648,578
4,BSS,934,648,286
4,BSS,811,648,163
4,BSS,916,646,844
4,BSS,994,646,766
4,BSS,600,648,1066
4,BSS,598,648,1064
4,BSS,940,646,820
4,BSS,521,646,125
4,BSS,503,646,143
4,BSS,31,646,615
4,BSS,263,648,729
4,BSS,559,648,1025
4,BSS,28,646,618
4,BSS,8,648,474
4,BSS,270,646,376
4,BSS,931,648,283
4,BSS,1014,648,366
4,BSS,68,646,578
4,BSS,649,646,1111
4,BSS,645,646,1
4,BSS,679,646,1081
4,BSS,351,646,295
4,BSS,111,648,577
4,BSS,730,646,1030
4,BSS,734,646,1026
4,BSS,650,646,1110
4,BSS,249,648,715
4,BSS,814,646,946
4,BSS,1002,646,758
4,BSS,205,646,441
4,BSS,611,648,1077
4,BSS,371,646,275
4,BSS,1018,646,742
