Runs,Strategy,Start_frame,End_frame,Total_frames
3,BSS,457,648,923
3,BSS,1019,646,741
3,BSS,1069,648,421
3,BSS,48,646,598
3,BSS,504,646,142
3,BSS,48,646,598
3,BSS,79,648,545
3,BSS,595,648,1061
3,BSS,443,646,203
3,BSS,802,646,958
3,BSS,163,648,629
3,BSS,658,646,1102
3,BSS,608,648,1074
3,BSS,684,648,36
3,BSS,365,648,831
3,BSS,513,646,133
3,BSS,95,648,561
3,BSS,95,646,551
3,BSS,976,648,328
3,BSS,82,646,564
3,BSS,305,646,341
3,BSS,192,648,658
3,BSS,701,646,1059
3,BSS,412,648,878
3,BSS,301,646,345
3,BSS,678,648,30
3,BSS,707,648,59
3,BSS,607,648,1073
3,BSS,483,646,163
3,BSS,478,648,944
3,BSS,547,648,1013
3,BSS,886,648,238
3,BSS,660,646,1100
3,BSS,756,646,1004
3,BSS,1102,648,454
3,BSS,158,648,624
3,BSS,384,646,262
3,BSS,138,648,604
3,BSS,974,648,326
3,BSS,425,648,891
3,BSS,885,648,237
3,BSS,629,646,17
3,BSS,522,648,988
3,BSS,492,646,154
3,BSS,777,648,129
3,BSS,676,646,1084
3,BSS,303,646,343
3,BSS,956,646,804
3,BSS,0,646,646
3,BSS,1089,648,441
3,BSS,1025,648,377
3,BSS,736,646,1024
3,BSS,406,648,872
3,BSS,645,648,1111
3,BSS,17,648,483
3,BSS,787,648,139
3,BSS,862,648,214
3,BSS,669,646,1091
3,BSS,454,648,920
3,BSS,816,646,944
3,BSS,872,646,888
3,BSS,530,648,996
3,BSS,446,648,912
3,BSS,1010,646,750
3,BSS,188,648,654
3,BSS,1090,646,670
3,BSS,989,646,771
3,BSS,110,648,576
3,BSS,97,646,549
3,BSS,1041,646,719
3,BSS,565,646,81
3,BSS,605,648,1071
3,BSS,831,646,929
3,BSS,866,646,894
3,BSS,943,646,817
3,BSS,1014,648,366
3,BSS,691,648,43
3,BSS,644,648,1110
3,BSS,816,646,944
3,BSS,784,646,976
3,BSS,934,646,826
3,BSS,368,648,834
3,BSS,37,646,609
3,BSS,971,648,323
3,BSS,90,646,556
3,BSS,167,648,633
3,BSS,231,646,415
3,BSS,823,646,937
3,BSS,117,648,583
3,BSS,340,646,306
3,BSS,1018,648,370
3,BSS,157,646,489
3,BSS,485,646,161
3,BSS,1075,646,685
3,BSS,1009,648,361
3,BSS,787,646,973
3,BSS,1098,648,450
3,BSS,316,648,782
3,BSS,842,648,194
3,BSS,1069,646,691
3,BSS,187,646,459
3,BSS,558,646,88
3,BSS,59,646,587
3,BSS,924,646,836
3,BSS,61,646,585
3,BSS,896,646,864
3,BSS,644,646,2
3,BSS,889,646,871
3,BSS,184,646,462
3,BSS,310,648,776
3,BSS,368,648,834
3,BSS,527,646,119
3,BSS,657,646,1103
3,BSS,310,646,336
3,BSS,769,648,121
3,BSS,654,646,1106
3,BSS,87,648,553
3,BSS,762,646,998
3,BSS,67,646,579
3,BSS,671,648,23
3,BSS,945,648,297
3,BSS,1057,646,703
3,BSS,778,646,982
3,BSS,827,648,179
3,BSS,816,646,944
3,BSS,743,646,1017
3,BSS,779,648,131
3,BSS,417,648,883
3,BSS,819,646,941
3,BSS,306,648,772
3,BSS,727,648,79
3,BSS,649,646,1111
3,BSS,727,648,79
3,BSS,912,648,264
3,BSS,365,648,831
3,BSS,214,646,432
3,BSS,714,646,1046
3,BSS,1100,646,660
3,BSS,452,646,194
3,BSS,846,646,914
3,BSS,254,648,720
3,BSS,325,646,321
3,BSS,169,648,635
3,BSS,875,648,227
3,BSS,835,646,925
3,BSS,411,648,877
3,BSS,1013,648,365
3,BSS,100,646,546
3,BSS,402,646,244
3,BSS,583,648,1049
3,BSS,486,648,952
3,BSS,386,648,852
3,BSS,260,646,386
3,BSS,278,646,368
3,BSS,759,648,111
3,BSS,478,648,944
3,BSS,927,648,279
3,BSS,369,648,835
3,BSS,340,646,306
3,BSS,730,646,1030
3,BSS,368,646,278
3,BSS,1019,646,741
3,BSS,619,646,27
3,BSS,346,648,812
3,BSS,673,646,1087
3,BSS,682,648,34
3,BSS,359,646,287
3,BSS,368,646,278
3,BSS,465,646,181
3,BSS,638,648,1104
3,BSS,148,646,498
3,BSS,859,648,211
3,BSS,675,648,27
3,BSS,496,646,150
3,BSS,69,648,535
3,BSS,1011,648,363
3,BSS,179,648,645
3,BSS,444,648,910
3,BSS,669,646,1091
3,BSS,926,646,834
3,BSS,258,646,388
3,BSS,547,648,1013
3,BSS,327,646,319
3,BSS,470,646,176
3,BSS,868,648,220
3,BSS,974,648,326
3,BSS,113,648,579
3,BSS,644,648,1110
3,BSS,72,646,574
3,BSS,576,648,1042
3,BSS,211,648,677
3,BSS,1044,646,716
3,BSS,1078,648,430
3,BSS,926,646,834
3,BSS,359,648,825
3,BSS,261,646,385
3,BSS,505,646,141
3,BSS,808,646,952
3,BSS,365,646,281
3,BSS,180,648,646
3,BSS,746,648,98
3,BSS,743,646,1017
3,BSS,140,646,506
3,BSS,232,646,414
3,BSS,881,648,233
3,BSS,593,648,1059
3,BSS,694,646,1066
3,BSS,465,648,931
3,BSS,782,646,978
3,BSS,110,648,576
3,BSS,232,648,698
3,BSS,884,646,876
3,BSS,585,646,61
3,BSS,400,648,866
3,BSS,923,646,837
3,BSS,872,646,888
3,BSS,450,648,916
3,BSS,42,646,604
3,BSS,127,646,519
3,BSS,866,648,218
3,BSS,400,648,866
3,BSS,940,646,820
3,BSS,850,646,910
3,BSS,1094,648,446
3,BSS,330,646,316
3,BSS,236,646,410
3,BSS,436,648,902
3,BSS,449,648,915
3,BSS,688,648,40
3,BSS,763,648,115
3,BSS,960,646,800
3,BSS,643,646,3
3,BSS,908,646,852
3,BSS,911,648,263
3,BSS,746,648,98
3,BSS,99,648,565
3,BSS,280,646,366
3,BSS,459,648,925
3,BSS,619,648,1085
3,BSS,758,648,110
3,BSS,536,646,110
3,BSS,207,646,439
3,BSS,158,646,488
3,BSS,144,648,610
3,BSS,251,646,395
3,BSS,811,648,163
3,BSS,660,648,12
3,BSS,401,646,245
3,BSS,85,648,551
3,BSS,749,648,101
3,BSS,995,646,765
3,BSS,617,646,29
3,BSS,531,648,997
3,BSS,546,648,1012
3,BSS,103,646,543
3,BSS,573,646,73
3,BSS,247,646,399
3,BSS,62,646,584
3,BSS,322,646,324
3,BSS,126,648,592
3,BSS,419,648,885
3,BSS,363,648,829
3,BSS,479,646,167
3,BSS,824,648,176
3,BSS,48,648,514
3,BSS,906,646,854
3,BSS,73,648,539
3,BSS,367,648,833
3,BSS,173,646,473
3,BSS,1055,648,407
3,BSS,481,646,165
3,BSS,1055,646,705
3,BSS,299,648,765
3,BSS,132,646,514
3,BSS,327,648,793
3,BSS,959,648,311
3,BSS,764,648,116
3,BSS,625,648,1091
3,BSS,667,646,1093
3,BSS,589,646,57
3,BSS,716,648,68
3,BSS,853,648,205
3,BSS,517,646,129
3,BSS,232,648,698
3,BSS,1112,646,648
3,BSS,952,646,808
3,BSS,890,648,242
3,BSS,305,648,771
3,BSS,137,646,509
3,BSS,1031,646,729
3,BSS,519,648,985
3,BSS,319,648,785
3,BSS,939,646,821
3,BSS,733,646,1027
3,BSS,17,648,483
3,BSS,484,646,162
3,BSS,55,646,591
3,BSS,838,646,922
3,BSS,562,648,1028
3,BSS,686,646,1074
3,BSS,398,648,864
3,BSS,522,648,988
3,BSS,592,646,54
3,BSS,1092,648,444
3,BSS,369,646,277
3,BSS,957,646,803
3,BSS,1047,648,399
3,BSS,50,648,516
3,BSS,144,646,502
3,BSS,618,646,28
3,BSS,509,646,137
3,BSS,850,646,910
3,BSS,810,646,950
3,BSS,437,648,903
3,BSS,400,646,246
3,BSS,1067,646,693
3,BSS,896,648,248
3,BSS,8,646,638
3,BSS,562,648,1028
3,BSS,685,648,37
3,BSS,483,648,949
3,BSS,434,648,900
3,BSS,1072,646,688
3,BSS,905,646,855
3,BSS,889,648,241
3,BSS,9,648,475
3,BSS,232,646,414
3,BSS,516,646,130
3,BSS,9,646,637
3,BSS,521,648,987
3,BSS,830,646,930
3,BSS,379,646,267
3,BSS,805,646,955
3,BSS,649,648,1
3,BSS,110,646,536
3,BSS,109,648,575
3,BSS,560,646,86
3,BSS,220,648,686
3,BSS,316,648,782
3,BSS,548,648,1014
3,BSS,755,646,1005
3,BSS,871,646,889
3,BSS,391,648,857
3,BSS,294,648,760
3,BSS,1036,648,388
3,BSS,22,648,488
3,BSS,332,646,314
3,BSS,792,648,144
3,BSS,465,648,931
3,BSS,210,648,676
3,BSS,81,648,547
3,BSS,313,646,333
3,BSS,1096,648,448
3,BSS,444,646,202
3,BSS,998,648,350
3,BSS,215,648,681
3,BSS,182,648,648
3,BSS,310,648,776
3,BSS,259,648,725
3,BSS,87,646,559
3,BSS,349,648,815
3,BSS,141,646,505
3,BSS,700,646,1060
3,BSS,298,646,348
3,BSS,434,648,900
3,BSS,598,646,48
3,BSS,1077,646,683
3,BSS,24,648,490
3,BSS,103,648,569
3,BSS,1046,648,398
3,BSS,23,648,489
3,BSS,417,648,883
3,BSS,1041,648,393
3,BSS,339,646,307
3,BSS,1100,646,660
3,BSS,176,646,470
3,BSS,885,648,237
3,BSS,300,648,766
3,BSS,853,646,907
3,BSS,981,648,333
3,BSS,235,648,701
3,BSS,923,646,837
3,BSS,844,646,916
3,BSS,684,648,36
3,BSS,248,646,398
3,BSS,597,646,49
3,BSS,1038,648,390
3,BSS,921,648,273
3,BSS,732,646,1028
3,BSS,808,646,952
3,BSS,1091,648,443
3,BSS,416,646,230
3,BSS,792,646,968
3,BSS,1100,648,452
3,BSS,709,648,61
3,BSS,347,648,813
3,BSS,583,646,63
3,BSS,870,648,222
3,BSS,963,646,797
3,BSS,327,646,319
3,BSS,339,648,805
3,BSS,497,646,149
3,BSS,700,646,1060
3,BSS,564,646,82
3,BSS,785,648,137
3,BSS,953,648,305
3,BSS,288,646,358
3,BSS,156,648,622
3,BSS,1055,648,407
3,BSS,992,648,344
3,BSS,793,646,967
3,BSS,823,646,937
3,BSS,979,646,781
3,BSS,643,648,1109
3,BSS,232,648,698
3,BSS,200,648,666
3,BSS,198,648,664
3,BSS,80,646,566
3,BSS,521,648,987
3,BSS,130,646,516
3,BSS,938,648,290
3,BSS,411,648,877
3,BSS,261,646,385
3,BSS,408,646,238
3,BSS,1011,646,749
3,BSS,66,646,580
3,BSS,986,648,338
3,BSS,695,646,1065
3,BSS,261,646,385
3,BSS,152,646,494
3,BSS,235,648,701
3,BSS,891,646,869
3,BSS,679,646,1081
3,BSS,939,648,291
3,BSS,750,648,102
3,BSS,91,646,555
3,BSS,601,648,1067
3,BSS,753,648,105
3,BSS,428,646,218
3,BSS,183,646,463
3,BSS,315,646,331
3,BSS,120,646,526
3,BSS,654,648,6
3,BSS,512,648,978
3,BSS,87,646,559
3,BSS,966,648,318
3,BSS,76,648,542
3,BSS,209,646,437
3,BSS,373,646,273
3,BSS,84,648,550
3,BSS,1041,648,393
3,BSS,854,648,206
3,BSS,485,648,951
3,BSS,357,646,289
3,BSS,116,648,582
3,BSS,186,646,460
3,BSS,1077,648,429
3,BSS,946,648,298
3,BSS,596,648,1062
3,BSS,606,646,40
3,BSS,756,648,108
3,BSS,593,646,53
3,BSS,452,648,918
3,BSS,666,646,1094
3,BSS,124,648,590
3,BSS,247,646,399
3,BSS,42,646,604
3,BSS,58,646,588
3,BSS,274,646,372
3,BSS,846,646,914
3,BSS,122,648,588
3,BSS,525,648,991
3,BSS,1067,648,419
3,BSS,477,648,943
3,BSS,969,648,321
3,BSS,141,646,505
3,BSS,501,646,145
3,BSS,453,648,919
3,BSS,1044,646,716
3,BSS,30,646,616
3,BSS,1063,646,697
3,BSS,986,648,338
3,BSS,152,646,494
3,BSS,869,646,891
3,BSS,602,648,1068
3,BSS,160,648,626
3,BSS,686,648,38
3,BSS,189,646,457
3,BSS,347,648,813
3,BSS,1036,646,724
3,BSS,684,648,36
3,BSS,318,646,328
3,BSS,160,648,626
3,BSS,145,646,501
3,BSS,363,646,283
3,BSS,1102,648,454
3,BSS,1093,646,667
3,BSS,71,646,575
3,BSS,828,648,180
3,BSS,152,648,618
3,BSS,1088,646,672
3,BSS,193,648,659
3,BSS,96,648,562
3,BSS,406,646,240
3,BSS,191,648,657
3,BSS,168,648,634
3,BSS,420,646,226
3,BSS,108,648,574
3,BSS,245,648,711
3,BSS,1108,646,652
3,BSS,825,648,177
3,BSS,328,646,318
3,BSS,936,648,288
3,BSS,796,648,148
3,BSS,551,646,95
3,BSS,554,648,1020
3,BSS,583,646,63
3,BSS,447,646,199
3,BSS,149,648,615
3,BSS,575,646,71
3,BSS,819,646,941
3,BSS,416,646,230
3,BSS,735,648,87
3,BSS,866,646,894
3,BSS,201,648,667
3,BSS,9,646,637
3,BSS,887,648,239
3,BSS,806,648,158
3,BSS,460,648,926
3,BSS,25,646,621
3,BSS,360,646,286
3,BSS,144,646,502
3,BSS,1100,646,660
3,BSS,313,648,779
3,BSS,551,648,1017
3,BSS,658,648,10
3,BSS,809,648,161
3,BSS,460,648,926
3,BSS,511,648,977
3,BSS,951,646,809
3,BSS,572,646,74
3,BSS,89,648,555
3,BSS,472,648,938
3,BSS,547,646,99
3,BSS,956,648,308
3,BSS,1021,646,739
3,BSS,708,646,1052
3,BSS,539,646,107
3,BSS,819,646,941
3,BSS,809,648,161
3,BSS,390,648,856
3,BSS,628,646,18
3,BSS,485,648,951
3,BSS,585,646,61
3,BSS,887,646,873
3,BSS,380,648,846
3,BSS,17,648,483
3,BSS,420,646,226
3,BSS,503,646,143
3,BSS,836,648,188
3,BSS,884,648,236
3,BSS,431,646,215
3,BSS,761,648,113
3,BSS,996,648,348
3,BSS,916,648,268
3,BSS,396,648,862
3,BSS,462,648,928
3,BSS,1110,648,462
3,BSS,910,646,850
3,BSS,95,646,551
3,BSS,431,646,215
3,BSS,504,646,142
3,BSS,78,646,568
3,BSS,679,646,1081
3,BSS,308,646,338
3,BSS,357,646,289
3,BSS,121,648,587
3,BSS,143,646,503
3,BSS,373,646,273
3,BSS,1040,646,720
3,BSS,678,646,1082
3,BSS,234,648,700
3,BSS,386,648,852
3,BSS,91,648,557
3,BSS,216,646,430
3,BSS,151,648,617
3,BSS,325,648,791
3,BSS,521,646,125
3,BSS,979,648,331
3,BSS,1033,646,727
3,BSS,1108,646,652
3,BSS,555,648,1021
3,BSS,481,648,947
3,BSS,270,648,736
3,BSS,651,646,1109
3,BSS,997,646,763
3,BSS,599,648,1065
3,BSS,467,646,179
3,BSS,1064,648,416
3,BSS,559,646,87
3,BSS,961,648,313
3,BSS,534,646,112
3,BSS,473,648,939
3,BSS,1073,648,425
3,BSS,249,646,397
3,BSS,35,646,611
3,BSS,302,646,344
3,BSS,486,648,952
3,BSS,672,646,1088
3,BSS,300,648,766
3,BSS,215,646,431
3,BSS,926,646,834
3,BSS,200,648,666
3,BSS,9,646,637
3,BSS,247,648,713
3,BSS,390,646,256
3,BSS,397,646,249
3,BSS,1008,648,360
3,BSS,1096,648,448
3,BSS,6,648,472
3,BSS,1074,648,426
3,BSS,259,648,725
3,BSS,858,648,210
3,BSS,215,648,681
3,BSS,408,646,238
3,BSS,1105,646,655
3,BSS,1005,648,357
3,BSS,262,648,728
3,BSS,537,646,109
3,BSS,12,648,478
3,BSS,58,648,524
3,BSS,322,646,324
3,BSS,941,648,293
3,BSS,874,648,226
3,BSS,704,648,56
3,BSS,371,646,275
3,BSS,781,648,133
3,BSS,452,648,918
3,BSS,832,646,928
3,BSS,53,646,593
3,BSS,130,648,596
3,BSS,934,646,826
3,BSS,518,646,128
3,BSS,1025,648,377
3,BSS,341,648,807
3,BSS,563,646,83
3,BSS,705,648,57
3,BSS,880,648,232
3,BSS,690,646,1070
3,BSS,245,648,711
3,BSS,322,646,324
3,BSS,297,646,349
3,BSS,306,646,340
3,BSS,724,648,76
3,BSS,138,646,508
3,BSS,444,646,202
3,BSS,400,648,866
3,BSS,415,646,231
3,BSS,424,646,222
3,BSS,733,646,1027
3,BSS,855,646,905
3,BSS,998,648,350
3,BSS,1069,648,421
3,BSS,556,648,1022
3,BSS,1069,646,691
3,BSS,620,648,1086
3,BSS,1060,648,412
3,BSS,1001,646,759
3,BSS,773,648,125
3,BSS,144,646,502
3,BSS,1027,648,379
3,BSS,852,646,908
3,BSS,898,646,862
3,BSS,463,646,183
3,BSS,153,646,493
3,BSS,536,646,110
3,BSS,665,648,17
3,BSS,883,648,235
3,BSS,1092,646,668
3,BSS,655,646,1105
3,BSS,829,646,931
3,BSS,991,646,769
3,BSS,134,648,600
3,BSS,504,648,970
3,BSS,263,646,383
3,BSS,369,646,277
3,BSS,9,646,637
3,BSS,712,646,1048
3,BSS,222,646,424
3,BSS,321,646,325
3,BSS,295,648,761
3,BSS,278,648,744
3,BSS,1052,646,708
3,BSS,682,648,34
3,BSS,153,648,619
3,BSS,396,646,250
3,BSS,68,646,578
3,BSS,827,648,179
3,BSS,1037,646,723
3,BSS,173,648,639
3,BSS,684,646,1076
3,BSS,690,648,42
3,BSS,475,646,171
3,BSS,380,646,266
3,BSS,105,648,571
3,BSS,626,646,20
3,BSS,538,648,1004
3,BSS,626,646,20
3,BSS,475,648,941
3,BSS,838,646,922
3,BSS,162,648,628
3,BSS,404,646,242
3,BSS,234,646,412
3,BSS,873,648,225
3,BSS,515,648,981
3,BSS,923,648,275
3,BSS,766,646,994
3,BSS,911,648,263
3,BSS,196,646,450
3,BSS,421,646,225
3,BSS,540,646,106
3,BSS,489,646,157
3,BSS,17,646,629
3,BSS,129,646,517
3,BSS,862,648,214
3,BSS,109,648,575
3,BSS,686,646,1074
3,BSS,165,648,631
3,BSS,108,646,538
3,BSS,668,648,20
3,BSS,954,646,806
3,BSS,562,646,84
3,BSS,626,646,20
3,BSS,1055,646,705
3,BSS,622,646,24
3,BSS,382,648,848
3,BSS,1054,648,406
3,BSS,30,648,496
3,BSS,654,648,6
3,BSS,83,646,563
3,BSS,650,648,2
3,BSS,774,648,126
3,BSS,925,648,277
3,BSS,280,648,746
3,BSS,267,648,733
3,BSS,670,648,22
3,BSS,1046,648,398
3,BSS,65,646,581
3,BSS,413,646,233
3,BSS,808,648,160
3,BSS,710,646,1050
3,BSS,119,648,585
3,BSS,1021,646,739
3,BSS,1067,646,693
3,BSS,280,648,746
3,BSS,344,646,302
3,BSS,257,646,389
3,BSS,1054,646,706
3,BSS,980,646,780
3,BSS,581,646,65
3,BSS,127,648,593
3,BSS,582,646,64
3,BSS,366,648,832
3,BSS,936,648,288
3,BSS,263,648,729
3,BSS,629,648,1095
3,BSS,1019,646,741
3,BSS,265,646,381
3,BSS,1112,648,464
3,BSS,137,646,509
3,BSS,827,648,179
3,BSS,891,648,243
3,BSS,524,648,990
3,BSS,737,646,1023
3,BSS,475,648,941
3,BSS,435,648,901
3,BSS,392,648,858
3,BSS,331,648,797
3,BSS,251,648,717
3,BSS,523,646,123
3,BSS,962,646,798
3,BSS,744,648,96
3,BSS,1,648,467
3,BSS,854,648,206
3,BSS,960,648,312
3,BSS,236,648,702
3,BSS,763,646,997
3,BSS,376,648,842
3,BSS,391,648,857
3,BSS,610,646,36
3,BSS,1056,648,408
3,BSS,560,646,86
3,BSS,447,648,913
3,BSS,1002,646,758
3,BSS,319,646,327
3,BSS,640,646,6
3,BSS,815,648,167
3,BSS,543,646,103
3,BSS,385,646,261
3,BSS,710,648,62
3,BSS,173,646,473
3,BSS,415,646,231
3,BSS,971,648,323
3,BSS,475,646,171
3,BSS,714,648,66
3,BSS,669,648,21
3,BSS,474,646,172
3,BSS,115,648,581
3,BSS,378,646,268
3,BSS,684,646,1076
3,BSS,719,648,71
3,BSS,659,646,1101
3,BSS,956,648,308
3,BSS,319,646,327
3,BSS,234,646,412
3,BSS,600,648,1066
3,BSS,531,648,997
3,BSS,626,648,1092
3,BSS,10,648,476
3,BSS,1029,648,381
3,BSS,535,648,1001
3,BSS,65,648,531
3,BSS,620,648,1086
3,BSS,38,646,608
3,BSS,976,648,328
3,BSS,471,648,937
3,BSS,463,648,929
3,BSS,365,648,831
3,BSS,786,648,138
3,BSS,754,646,1006
3,BSS,799,648,151
3,BSS,309,648,775
3,BSS,248,648,714
3,BSS,809,648,161
3,BSS,204,646,442
3,BSS,1111,646,649
3,BSS,201,646,445
3,BSS,743,646,1017
3,BSS,1068,648,420
3,BSS,858,648,210
3,BSS,604,646,42
3,BSS,863,646,897
3,BSS,189,646,457
3,BSS,393,646,253
3,BSS,917,648,269
3,BSS,131,646,515
3,BSS,813,648,165
3,BSS,966,648,318
3,BSS,514,648,980
3,BSS,312,646,334
3,BSS,801,646,959
3,BSS,879,646,881
3,BSS,192,648,658
3,BSS,400,646,246
3,BSS,762,646,998
3,BSS,304,648,770
3,BSS,1047,646,713
3,BSS,967,648,319
3,BSS,623,648,1089
3,BSS,930,648,282
3,BSS,107,646,539
3,BSS,969,648,321
3,BSS,255,648,721
3,BSS,542,648,1008
3,BSS,1060,646,700
3,BSS,9,646,637
3,BSS,978,648,330
3,BSS,706,648,58
3,BSS,666,648,18
3,BSS,509,648,975
3,BSS,1104,646,656
3,BSS,907,646,853
3,BSS,499,646,147
3,BSS,271,648,737
3,BSS,244,648,710
3,BSS,1005,648,357
3,BSS,228,648,694
3,BSS,993,648,345
3,BSS,264,646,382
3,BSS,775,648,127
3,BSS,606,648,1072
3,BSS,310,646,336
3,BSS,641,648,1107
3,BSS,69,648,535
3,BSS,155,648,621
3,BSS,1092,646,668
3,BSS,393,648,859
3,BSS,158,646,488
3,BSS,566,648,1032
3,BSS,38,648,504
3,BSS,968,648,320
3,BSS,491,648,957
3,BSS,443,646,203
3,BSS,209,646,437
3,BSS,974,646,786
3,BSS,995,646,765
3,BSS,1030,646,730
3,BSS,741,646,1019
3,BSS,901,648,253
3,BSS,886,646,874
3,BSS,344,648,810
3,BSS,891,646,869
3,BSS,719,648,71
3,BSS,507,646,139
3,BSS,969,646,791
3,BSS,131,646,515
3,BSS,375,646,271
3,BSS,996,648,348
3,BSS,439,648,905
3,BSS,102,648,568
3,BSS,755,646,1005
3,BSS,959,648,311
3,BSS,61,646,585
3,BSS,693,648,45
3,BSS,197,648,663
3,BSS,693,646,1067
3,BSS,613,646,33
